,pretrain_train_cost,pretrain_val_cost
0,185847408.0,181642544.0
1,183701920.0,181642544.0
2,181473456.0,181642544.0
3,179242352.0,181642544.0
4,177154800.0,181642544.0
5,175063072.0,181642544.0
6,172944160.0,181642544.0
7,170564256.0,181642544.0
8,168106240.0,181642544.0
9,165583696.0,181642544.0
10,162892288.0,181642544.0
11,160091072.0,181642544.0
12,157112880.0,181642544.0
13,154000816.0,181642544.0
14,150709104.0,181642544.0
15,147284512.0,181642544.0
16,143662736.0,181642544.0
17,139916400.0,181642544.0
18,136025344.0,181642544.0
19,131980024.0,181642544.0
20,127704696.0,181642544.0
21,122872376.0,181642544.0
22,118079480.0,181642544.0
23,113016632.0,181642544.0
24,107704280.0,181642544.0
25,102198720.0,181642544.0
26,96526744.0,181642544.0
27,90621608.0,181642544.0
28,84546504.0,181642544.0
29,78211608.0,181642544.0
30,71667840.0,181642544.0
31,64876988.0,181642544.0
32,57899096.0,181642544.0
33,50678364.0,181642544.0
34,43260276.0,181642544.0
35,35598228.0,181642544.0
36,27757798.0,181642544.0
37,19681916.0,181642544.0
38,11410867.0,181642544.0
39,5873003.5,181642544.0
40,4551350.0,181642544.0
41,3917294.75,181642544.0
42,3578281.25,181642544.0
43,3368390.75,181642544.0
44,3223071.5,181642544.0
45,3104711.75,181642544.0
46,3024170.5,181642544.0
47,2967177.25,181642544.0
48,2922147.5,181642544.0
49,2883358.5,181642544.0
50,2851920.5,2804009.75
51,2826595.75,2804009.75
52,2940186.5,2804009.75
53,3370295.0,2804009.75
54,3385504.0,2804009.75
55,2906114.0,2804009.75
56,2676968.0,2804009.75
57,2606955.5,2804009.75
58,2588855.75,2804009.75
59,2571931.75,2804009.75
60,2559917.0,2804009.75
61,2535850.75,2804009.75
62,2504355.0,2804009.75
63,2461715.0,2804009.75
64,2407496.75,2804009.75
65,2348985.0,2804009.75
66,2286831.0,2804009.75
67,2457771.25,2804009.75
68,2143638.25,2804009.75
69,2416038.75,2804009.75
70,2006559.625,2804009.75
71,2166028.5,2804009.75
72,3046380.5,2804009.75
73,3665161.75,2804009.75
74,3284786.75,2804009.75
75,2934270.75,2804009.75
76,2622582.25,2804009.75
77,2355023.75,2804009.75
78,2153199.25,2804009.75
79,2006736.875,2804009.75
80,1915724.125,2804009.75
81,1854961.75,2804009.75
82,1793282.75,2804009.75
83,1738788.375,2804009.75
84,1706388.375,2804009.75
85,1658738.875,2804009.75
86,1611874.375,2804009.75
87,1573749.875,2804009.75
88,1531341.875,2804009.75
89,1497681.375,2804009.75
90,1470289.125,2804009.75
91,1471021.0,2804009.75
92,1506100.5,2804009.75
93,1856687.25,2804009.75
94,1799042.25,2804009.75
95,2085914.25,2804009.75
96,1621137.5,2804009.75
97,1449303.0,2804009.75
98,1458053.75,2804009.75
99,1468817.125,2804009.75
100,1988910.0,1442977.875
101,1462189.625,1442977.875
102,56561180.0,1442977.875
103,1333046.5,1442977.875
104,1528099.625,1442977.875
105,1384701.25,1442977.875
106,1721144.625,1442977.875
107,1445085.75,1442977.875
108,1324867.125,1442977.875
109,1303598.375,1442977.875
110,1284370.5,1442977.875
111,1275465.5,1442977.875
112,1324200.25,1442977.875
113,1240999.875,1442977.875
114,1280213.625,1442977.875
115,1256990.0,1442977.875
116,1238704.625,1442977.875
117,1223334.375,1442977.875
118,1211488.25,1442977.875
119,1195373.0,1442977.875
120,1186484.0,1442977.875
121,1177876.0,1442977.875
122,1188578.75,1442977.875
123,1205463.0,1442977.875
124,1356609.75,1442977.875
125,1182085.375,1442977.875
126,1296283.5,1442977.875
127,1179090.625,1442977.875
128,1290122.25,1442977.875
129,1156827.75,1442977.875
130,1251343.25,1442977.875
131,1165999.0,1442977.875
132,1301879.625,1442977.875
133,1123355.125,1442977.875
134,1161072.5,1442977.875
135,1179035.25,1442977.875
136,1411808.125,1442977.875
137,1089573.625,1442977.875
138,1132180.875,1442977.875
139,1134534.625,1442977.875
140,1268009.125,1442977.875
141,1098691.375,1442977.875
142,1151242.375,1442977.875
143,1138330.625,1442977.875
144,1320952.125,1442977.875
145,1072691.0,1442977.875
146,1071620.5,1442977.875
147,1074371.0,1442977.875
148,1089036.875,1442977.875
149,1115545.0,1442977.875
150,1311233.625,1123920.875
151,1056748.625,4719187.0
152,4769718.5,4719187.0
153,8263606.0,4719187.0
154,2246353.5,4719187.0
155,4807758.5,4719187.0
156,3991322.0,4719187.0
157,3208367.75,4719187.0
158,2496857.0,4719187.0
159,1948267.875,4719187.0
160,1646226.375,4719187.0
161,1553205.5,4719187.0
162,2050906.375,4719187.0
163,1914099.375,4719187.0
164,2660210.5,4719187.0
165,2057069.125,4719187.0
166,1630665.25,4719187.0
167,1344131.25,4719187.0
168,1268662.5,4719187.0
169,1235466.875,4719187.0
170,1604924.5,4719187.0
171,1826764.5,4719187.0
172,2331334.0,4719187.0
173,1940782.0,4719187.0
174,1593072.375,4719187.0
175,1302207.375,4719187.0
176,1143063.375,4719187.0
177,1126455.375,4719187.0
178,1112224.25,4719187.0
179,1099271.0,4719187.0
180,1318212.625,4719187.0
181,1033282.6875,1092081.875
182,1034278.0625,1092081.875
183,1065751.125,1092081.875
184,1060452.5,1092081.875
185,1152684.75,1092081.875
186,1026490.5,1079031.75
187,1059840.5,1079031.75
188,2391427.75,1079031.75
189,3333945.75,1079031.75
190,3001984.25,1079031.75
191,2681349.5,1079031.75
192,2377460.75,1079031.75
193,2086932.75,1079031.75
194,1813054.75,1079031.75
195,1554889.75,1079031.75
196,1317118.5,1079031.75
197,1118829.875,1079031.75
198,1028660.5625,1079031.75
199,1025381.6875,1066111.25
