,fine_tune_train_cost,fine_tune_val_cost
0,1059287.625,68688600.0
1,70007176.0,68688600.0
2,4467206.5,68688600.0
3,3176753.75,68688600.0
4,2162884.25,68688600.0
5,1857520.0,68688600.0
6,1811633.75,68688600.0
7,1794335.625,68688600.0
8,2309745.75,68688600.0
9,1513151.375,68688600.0
10,1563288.125,68688600.0
11,3532365.0,68688600.0
12,2331084.25,68688600.0
13,1626495.875,68688600.0
14,1610087.625,68688600.0
15,1849049.375,68688600.0
16,2758609.25,68688600.0
17,1809070.75,68688600.0
18,1588110.5,68688600.0
19,1841439.0,68688600.0
20,1522343.75,68688600.0
21,1731297.75,68688600.0
22,1525845.875,68688600.0
23,1854699.5,68688600.0
24,1424557.0,68688600.0
25,1480487.75,68688600.0
26,1597043.0,68688600.0
27,2318490.0,68688600.0
28,1525517.375,68688600.0
29,1421817.25,68688600.0
30,1665239.25,68688600.0
31,1352905.375,68688600.0
32,1446819.0,68688600.0
33,1455887.0,68688600.0
34,1914867.625,68688600.0
35,1320708.25,68688600.0
36,1362734.25,68688600.0
37,1556279.875,68688600.0
38,1320609.375,68688600.0
39,1484823.0,68688600.0
40,1337086.0,68688600.0
41,1543989.0,68688600.0
42,1283533.625,68688600.0
43,1406901.75,68688600.0
44,1347714.5,68688600.0
45,1674481.5,68688600.0
46,1241438.25,68688600.0
47,1228376.375,68688600.0
48,1244216.625,68688600.0
49,1379469.25,68688600.0
50,1327312.625,1690231.625
51,1766674.625,1690231.625
52,67969432.0,1690231.625
53,1631536.875,1690231.625
54,2079954.0,1690231.625
55,3194346.75,1690231.625
56,1890308.875,1690231.625
57,1448375.0,1690231.625
58,1416647.625,1690231.625
59,1390676.75,1690231.625
60,1366644.75,1690231.625
61,1354541.25,1690231.625
62,1342085.375,1690231.625
63,1374941.375,1690231.625
64,1409674.5,1690231.625
65,1737902.125,1690231.625
66,1295908.375,1690231.625
67,1350976.25,1690231.625
68,1377128.0,1690231.625
69,1699888.375,1690231.625
70,1254090.75,1690231.625
71,1280152.75,1690231.625
72,1307129.875,1690231.625
73,1555069.875,1690231.625
74,1271365.75,1690231.625
75,1427930.0,1690231.625
76,1299235.25,1690231.625
77,1553899.625,1690231.625
78,1222189.625,1690231.625
79,1306838.25,1690231.625
80,1315581.75,1690231.625
81,1627247.0,1690231.625
82,1176920.375,1690231.625
83,1176678.125,1690231.625
84,1192966.25,1690231.625
85,1278401.375,1690231.625
86,1285115.375,1690231.625
87,1577013.25,1690231.625
88,1154572.5,1690231.625
89,1169132.5,1690231.625
90,1190531.25,1690231.625
91,1334489.625,1690231.625
92,1237492.0,1690231.625
93,1484010.375,1690231.625
94,1152775.875,1690231.625
95,1220225.0,1690231.625
96,1235825.0,1690231.625
97,1484062.625,1690231.625
98,1133454.125,1690231.625
99,1170189.0,1690231.625
100,1185125.75,1321463.625
101,1382183.125,1321463.625
102,65893884.0,1321463.625
103,1299666.625,1321463.625
104,2909814.5,1321463.625
105,1211188.5,1321463.625
106,3985170.25,1321463.625
107,4956979.0,1321463.625
108,4251330.5,1321463.625
109,3664737.75,1321463.625
110,3162824.25,1321463.625
111,2723580.0,1321463.625
112,2445286.0,1321463.625
113,1986885.75,1321463.625
114,1687384.125,1321463.625
115,1523575.875,1321463.625
116,1469062.625,1321463.625
117,1443506.25,1321463.625
118,1417889.125,1321463.625
119,1393489.25,1321463.625
120,1369518.5,1321463.625
