,train_cost,val_cost
0,62435204.0,21291894.0
1,21265208.0,2093384.5
2,2097898.0,2105466.0
3,2093033.5,2085059.5
4,2089647.25,2081744.625
5,2085773.875,2078126.375
6,2081676.25,2065248.75
7,2078344.5,2063346.0
8,2073928.5,2073170.0
9,2069430.125,2065762.75
10,2065697.875,2052927.875
11,2060196.875,2059642.375
12,2054458.125,2037611.625
13,2049409.75,2023300.125
14,2044078.625,2030161.75
15,2038021.75,2030924.875
16,2031872.125,2017479.25
17,2026201.25,2013851.0
18,2018812.125,1995899.125
19,2011710.0,1995226.125
20,2003321.0,1983165.625
21,1995313.125,1981443.25
22,1988423.125,1982008.5
23,1980492.0,1955122.5
24,1972449.25,1974214.625
25,1963572.5,1952650.75
26,1953710.625,1942350.625
27,1944836.125,1907108.875
28,1934965.625,1922801.125
29,1924732.25,1910216.25
30,1914663.25,1883657.25
31,1904259.75,1876157.75
32,1895243.5,1862653.25
33,1885085.375,1864451.0
34,1874540.125,1835952.25
35,1865145.0,1849933.875
36,1850663.0,1833137.5
37,1843648.25,1828803.625
38,1831997.5,1797259.375
39,1820208.5,1802656.375
40,1808303.25,1778664.5
41,1795281.0,1787087.5
42,1782133.875,1750043.75
43,1770258.125,1738932.0
44,1758268.25,1734420.25
45,1746064.625,1715590.0
46,1730950.0,1702210.375
47,1717904.625,1679494.0
48,1706273.125,1678265.75
49,1692129.5,1669752.375
50,1677800.875,1651585.875
51,1663243.875,1636712.5
52,1651169.875,1639662.25
53,1640589.375,1609353.75
54,1626976.5,1584941.0
55,1610894.625,1588185.375
56,1598966.5,1573138.875
57,1588751.5,1565914.375
58,1576488.0,1548287.75
59,1560034.625,1537259.625
60,1545255.25,1511720.875
61,1533863.125,1516683.375
62,1527660.125,1491453.625
63,1512264.875,1487583.625
64,1500399.375,1485643.875
65,1486357.125,1470571.875
66,1478537.125,1452967.625
67,1468851.125,1450494.0
68,1455782.375,1428188.875
69,1444795.25,1433534.0
70,1435286.375,1405671.0
71,1426447.5,1402470.0
72,1417041.625,1392145.5
73,1406824.25,1380050.625
74,1397468.625,1380621.25
75,1392784.25,1377296.5
76,1379958.25,1370882.5
77,1378386.0,1352297.625
78,1364630.75,1372052.75
79,1371541.875,1321159.125
80,1350925.75,1347192.125
81,1355795.75,1320369.5
82,1336317.0,1321251.5
83,1330442.0,1304993.375
84,1320132.375,1317768.875
85,1320829.375,1307300.5
86,1307804.875,1301809.875
87,1310682.875,1295732.0
88,1299024.75,1307363.75
89,1309627.875,1294383.125
90,1294943.625,1305788.0
91,1319973.25,1291294.5
92,1289432.75,1272732.75
93,1296321.375,1271401.25
94,1279174.875,1255979.625
95,1273967.0,1253335.875
96,1262671.0,1240307.125
97,1257445.75,1238113.5
98,1249890.25,1241567.75
99,1251978.125,1244690.25
100,1249577.125,1311793.875
101,1307581.25,1246406.75
102,1258277.5,1234460.5
103,1250212.625,1222851.875
104,1237485.875,1217262.375
105,1231872.125,1220762.375
106,1225394.25,1215798.125
107,1228012.75,1234590.25
108,1230126.125,1288149.625
109,1280180.0,1229750.5
110,1231744.75,1221084.875
111,1220960.5,1199170.5
112,1211651.375,1193335.5
113,1204830.25,1192236.5
114,1199882.25,1181580.75
115,1195711.625,1187387.375
116,1193791.375,1184764.875
117,1193770.5,1238291.375
118,1255165.875,1242744.625
119,1244983.75,1256845.625
120,1257623.125,1200389.375
121,1208896.75,1201607.5
122,1199798.625,1191301.125
123,1192979.75,1171149.25
124,1187578.625,1172899.375
125,1181499.25,1158729.5
126,1178430.125,1164177.375
127,1173455.625,1167050.25
128,1171613.75,1161641.0
129,1169519.75,1200244.125
130,1199321.375,1214757.5
131,1216860.75,1283994.625
132,1278888.25,1213079.5
133,1205435.5,1166520.25
134,1181177.125,1173489.25
135,1175749.75,1164231.0
136,1170286.25,1154253.125
137,1167089.375,1162956.375
138,1163083.125,1158066.5
139,1162183.5,1152578.375
140,1162478.5,1173881.375
141,1179565.625,1187496.625
142,1183082.0,1228168.875
143,1231755.375,1183960.375
144,1198989.75,1169263.25
145,1167721.375,1154226.5
146,1159913.625,1146244.375
147,1155190.5,1157335.125
148,1150601.375,1136291.875
149,1146673.875,1137402.625
150,1143316.625,1132493.25
151,1140415.25,1136930.625
152,1139947.875,1126853.0
153,1138355.25,1148306.0
154,1161948.25,1354560.25
155,1354558.25,1327241.625
156,1324225.875,1154902.875
157,1163717.375,1155806.75
158,1160218.0,1155169.375
159,1156468.875,1150877.0
160,1152182.125,1140658.25
161,1147950.375,1142984.75
162,1144737.0,1130309.125
163,1140324.375,1137860.125
164,1136625.0,1135263.75
165,1134085.125,1121904.375
166,1131552.75,1115577.125
167,1130463.0,1137685.75
168,1138254.25,1164981.5
169,1169065.625,1289151.625
170,1296379.5,1267215.375
171,1265491.125,1133121.75
172,1147533.375,1135745.625
173,1144284.625,1128718.5
174,1140459.625,1144512.25
175,1137222.875,1132751.25
176,1133711.25,1131199.0
177,1130171.625,1128144.25
178,1127040.375,1119624.375
179,1124466.375,1112418.125
180,1122934.875,1118600.875
181,1121968.75,1116296.25
182,1123699.375,1141140.25
183,1150194.0,1193628.75
184,1202131.125,1324591.25
185,1326358.5,1286859.375
186,1287162.375,1150930.625
187,1148536.875,1125366.125
188,1138035.25,1131002.875
189,1134925.0,1117966.375
190,1132284.625,1138651.25
191,1129440.25,1127539.875
192,1126181.0,1113328.75
193,1123163.0,1111666.875
194,1120787.75,1126635.75
195,1118305.0,1110099.25
196,1115945.5,1110146.875
197,1114676.5,1110822.125
198,1113803.0,1105115.25
199,1121112.375,1184828.875
200,1182886.875,1299510.25
201,1299618.5,1224452.5
202,1228643.5,1205040.125
203,1212047.75,1136575.5
204,1132501.375,1124888.875
205,1130042.375,1130822.25
206,1127759.625,1125404.0
207,1125229.125,1130313.875
208,1122624.0,1122087.25
209,1120318.625,1114955.75
210,1117666.375,1105436.5
211,1116096.25,1127859.0
212,1114864.125,1109179.875
213,1116423.5,1115201.25
214,1119742.125,1126682.125
215,1126816.125,1125360.0
216,1135185.375,1159696.0
217,1160267.875,1165845.75
218,1168965.75,1194626.75
219,1193192.875,1116204.75
220,1134514.625,1127529.5
221,1132621.375,1110620.625
222,1117833.125,1115170.625
223,1118834.25,1097447.375
224,1113909.125,1120038.875
225,1117295.5,1103097.0
226,1117636.875,1121843.375
227,1127616.0,1155503.75
228,1135561.125,1159053.75
229,1162856.375,1156626.875
230,1169194.25,1198721.375
231,1205021.0,1125317.375
232,1124509.0,1121456.125
233,1122041.875,1120245.0
234,1111924.625,1116739.75
235,1111033.375,1104648.75
236,1107990.125,1109076.5
237,1109709.375,1123015.125
238,1112029.375,1126915.25
239,1128457.0,1154732.875
240,1153888.75,1227248.375
241,1228072.875,1162851.25
242,1164659.375,1184624.875
243,1190720.75,1119837.25
244,1115068.375,1116399.75
245,1114986.75,1115520.5
246,1110192.875,1117569.125
247,1109676.25,1105359.875
248,1106571.375,1100908.875
249,1110126.875,1118657.5
250,1111832.125,1123647.75
251,1128519.75,1134995.0
252,1132333.5,1173837.0
253,1179066.75,1144652.5
254,1157500.625,1198670.75
255,1208147.125,1111803.25
256,1120557.0,1126041.5
257,1124889.25,1110353.875
258,1110976.0,1103761.625
259,1115314.375,1114569.875
260,1109912.875,1113016.875
261,1118590.875,1118021.75
262,1113457.25,1132664.875
263,1135147.625,1134530.0
264,1132902.625,1178624.375
265,1182056.0,1157067.75
266,1151671.0,1199529.875
267,1205099.875,1115040.875
268,1117711.75,1116983.625
269,1123305.125,1109541.375
270,1111486.625,1114192.5
271,1121341.375,1103682.875
272,1112150.625,1126356.375
273,1132155.875,1126077.75
274,1123161.25,1155369.25
275,1157832.25,1144093.75
276,1135246.875,1175732.0
277,1184916.875,1124084.625
278,1127472.125,1156290.25
279,1158526.625,1107976.75
280,1120140.25,1130478.375
281,1140893.625,1128157.0
282,1122436.375,1144179.875
283,1152640.125,1119993.875
284,1120362.5,1139716.375
285,1144192.25,1123561.375
286,1123871.125,1158842.375
287,1158774.375,1122449.25
288,1121528.875,1147411.625
289,1149861.25,1144279.75
290,1121496.125,1143263.75
291,1147501.375,1108813.25
292,1116730.0,1131207.375
293,1138629.625,1111434.25
294,1118979.75,1147541.0
