iteration: 100 average cost: 85.174
iteration: 200 average cost: 82.872
iteration: 300 average cost: 82.100
iteration: 400 average cost: 81.713
iteration: 500 average cost: 81.481
iteration: 600 average cost: 81.325
iteration: 700 average cost: 81.215
iteration: 800 average cost: 81.131
iteration: 900 average cost: 81.067
iteration: 1000 average cost: 81.015
iteration: 1100 average cost: 80.972
iteration: 1200 average cost: 80.937
iteration: 1300 average cost: 80.907
iteration: 1400 average cost: 80.881
iteration: 1500 average cost: 80.859
iteration: 1600 average cost: 80.840
iteration: 1700 average cost: 80.823
iteration: 1800 average cost: 80.807
iteration: 1900 average cost: 80.794
iteration: 2000 average cost: 80.781
iteration: 2100 average cost: 80.770
iteration: 2200 average cost: 80.760
iteration: 2300 average cost: 80.751
iteration: 2400 average cost: 80.743
iteration: 2500 average cost: 80.735
iteration: 2600 average cost: 80.728
iteration: 2700 average cost: 80.721
iteration: 2800 average cost: 80.715
iteration: 2900 average cost: 80.709
iteration: 3000 average cost: 80.704
iteration: 3100 average cost: 80.699
iteration: 3200 average cost: 80.694
iteration: 3300 average cost: 80.690
iteration: 3400 average cost: 80.685
iteration: 3500 average cost: 80.681
iteration: 3600 average cost: 80.678
iteration: 3700 average cost: 80.674
iteration: 3800 average cost: 80.671
iteration: 3900 average cost: 80.668
iteration: 4000 average cost: 80.665
iteration: 4100 average cost: 80.662
iteration: 4200 average cost: 80.659
iteration: 4300 average cost: 80.657
iteration: 4400 average cost: 80.654
iteration: 4500 average cost: 80.652
iteration: 4600 average cost: 80.650
iteration: 4700 average cost: 80.647
iteration: 4800 average cost: 80.645
iteration: 4900 average cost: 80.643
iteration: 5000 average cost: 80.641
iteration: 5100 average cost: 80.640
iteration: 5200 average cost: 80.638
iteration: 5300 average cost: 80.636
iteration: 5400 average cost: 80.634
iteration: 5500 average cost: 80.633
iteration: 5600 average cost: 80.631
iteration: 5700 average cost: 80.630
iteration: 5800 average cost: 80.629
iteration: 5900 average cost: 80.627
iteration: 6000 average cost: 80.626
iteration: 6100 average cost: 80.625
iteration: 6200 average cost: 80.623
iteration: 6300 average cost: 80.622
iteration: 6400 average cost: 80.621
iteration: 6500 average cost: 80.620
iteration: 6600 average cost: 80.619
iteration: 6700 average cost: 80.618
iteration: 6800 average cost: 80.617
iteration: 6900 average cost: 80.616
iteration: 7000 average cost: 80.615
iteration: 7100 average cost: 80.614
iteration: 7200 average cost: 80.613
iteration: 7300 average cost: 80.612
iteration: 7400 average cost: 80.611
iteration: 7500 average cost: 80.610
iteration: 7600 average cost: 80.609
iteration: 7700 average cost: 80.609
iteration: 7800 average cost: 80.608
iteration: 7900 average cost: 80.607
iteration: 8000 average cost: 80.606
iteration: 8100 average cost: 80.606
iteration: 8200 average cost: 80.605
iteration: 8300 average cost: 80.604
iteration: 8400 average cost: 80.604
iteration: 8500 average cost: 80.603
iteration: 8600 average cost: 80.602
iteration: 8700 average cost: 80.602
iteration: 8800 average cost: 80.601
iteration: 8900 average cost: 80.600
iteration: 9000 average cost: 80.600
iteration: 9100 average cost: 80.599
