iteration: 100 average cost: 123.269
iteration: 200 average cost: 78.807
iteration: 300 average cost: 63.887
iteration: 400 average cost: 56.409
iteration: 500 average cost: 51.916
iteration: 600 average cost: 48.918
iteration: 700 average cost: 46.776
iteration: 800 average cost: 45.168
iteration: 900 average cost: 43.918
iteration: 1000 average cost: 42.917
iteration: 1100 average cost: 42.098
iteration: 1200 average cost: 41.415
iteration: 1300 average cost: 40.838
iteration: 1400 average cost: 40.342
iteration: 1500 average cost: 39.913
iteration: 1600 average cost: 39.538
iteration: 1700 average cost: 39.206
iteration: 1800 average cost: 38.911
iteration: 1900 average cost: 38.648
iteration: 2000 average cost: 38.411
iteration: 2100 average cost: 38.196
iteration: 2200 average cost: 38.001
iteration: 2300 average cost: 37.822
iteration: 2400 average cost: 37.659
iteration: 2500 average cost: 37.509
iteration: 2600 average cost: 37.370
iteration: 2700 average cost: 37.242
iteration: 2800 average cost: 37.122
iteration: 2900 average cost: 37.011
iteration: 3000 average cost: 36.907
iteration: 3100 average cost: 36.810
iteration: 3200 average cost: 36.720
iteration: 3300 average cost: 36.634
iteration: 3400 average cost: 36.554
iteration: 3500 average cost: 36.478
iteration: 3600 average cost: 36.406
iteration: 3700 average cost: 36.339
iteration: 3800 average cost: 36.274
iteration: 3900 average cost: 36.214
iteration: 4000 average cost: 36.156
iteration: 4100 average cost: 36.101
iteration: 4200 average cost: 36.048
iteration: 4300 average cost: 35.998
iteration: 4400 average cost: 35.951
iteration: 4500 average cost: 35.905
iteration: 4600 average cost: 35.861
iteration: 4700 average cost: 35.820
iteration: 4800 average cost: 35.780
iteration: 4900 average cost: 35.741
iteration: 5000 average cost: 35.705
iteration: 5100 average cost: 35.669
iteration: 5200 average cost: 35.635
iteration: 5300 average cost: 35.602
iteration: 5400 average cost: 35.571
iteration: 5500 average cost: 35.541
iteration: 5600 average cost: 35.511
iteration: 5700 average cost: 35.483
iteration: 5800 average cost: 35.456
iteration: 5900 average cost: 35.429
iteration: 6000 average cost: 35.404
iteration: 6100 average cost: 35.379
iteration: 6200 average cost: 35.355
iteration: 6300 average cost: 35.332
iteration: 6400 average cost: 35.310
iteration: 6500 average cost: 35.288
iteration: 6600 average cost: 35.267
iteration: 6700 average cost: 35.247
iteration: 6800 average cost: 35.227
iteration: 6900 average cost: 35.208
iteration: 7000 average cost: 35.189
iteration: 7100 average cost: 35.171
iteration: 7200 average cost: 35.153
