# iteration,run time [seconds],cost
100,25.08,44.330406430
200,49.26,34.733081011
300,73.29,31.512716004
400,97.25,29.898518082
500,121.16,28.928710548
600,145.08,28.281634307
700,168.76,27.819173256
800,192.54,27.472183129
900,216.34,27.202216337
1000,240.21,26.986188965
1100,264.15,26.809403622
1200,288.01,26.662057970
1300,311.95,26.537363455
1400,335.84,26.430469728
1500,359.79,26.337819003
1600,383.73,26.256742384
1700,407.70,26.185198584
1800,431.47,26.121599680
1900,455.18,26.064691877
2000,479.10,26.013472010
2100,503.05,25.967127904
2200,527.02,25.924994984
2300,551.00,25.886524204
2400,574.86,25.851257987
2500,598.81,25.818811940
2600,622.71,25.788860782
2700,646.62,25.761127408
2800,670.54,25.735374282
2900,694.52,25.711396621
3000,718.26,25.689016938
3100,742.09,25.668080640
3200,765.79,25.648452452
3300,789.49,25.630013490
3400,813.20,25.612658855
3500,836.99,25.596295630
3600,860.87,25.580841220
3700,884.46,25.566221958
3800,908.13,25.552371929
3900,931.85,25.539231975
4000,955.37,25.526748855
4100,978.68,25.514874519
4200,1001.93,25.503565493
4300,1025.15,25.492782346
4400,1048.90,25.482489231
4500,1072.78,25.472653485
4600,1096.71,25.463245288
4700,1120.89,25.454237355
4800,1144.87,25.445604674
4900,1168.92,25.437324275
5000,1193.04,25.429375026
5100,1216.99,25.421737452
5200,1240.99,25.414393573
5300,1264.96,25.407326770
5400,1288.73,25.400521652
5500,1312.51,25.393963948
5600,1336.37,25.387640405
5700,1359.99,25.381538703
5800,1383.67,25.375647367
5900,1407.25,25.369955704
6000,1430.95,25.364453732
6100,1454.76,25.359132122
6200,1478.67,25.353982150
6300,1502.70,25.348995643
6400,1526.62,25.344164940
6500,1550.32,25.339482851
6600,1574.04,25.334942622
6700,1597.90,25.330537902
6800,1621.73,25.326262714
6900,1645.59,25.322111426
7000,1669.50,25.318078729
7100,1693.33,25.314159614
7200,1717.08,25.310349347
7300,1740.76,25.306643458
7400,1764.47,25.303037714
7500,1788.10,25.299528110
7600,1811.73,25.296110852
7700,1835.41,25.292782343
7800,1859.00,25.289539169
7900,1882.57,25.286378090
8000,1906.33,25.283296028
8100,1930.05,25.280290057
8200,1954.02,25.277357394
8300,1977.82,25.274495389
8400,2001.41,25.271701518
8500,2025.00,25.268973379
8600,2048.94,25.266308676
8700,2072.94,25.263705225
8800,2096.86,25.261160935
8900,2120.82,25.258673815
9000,2144.84,25.256241958
9100,2168.77,25.253863542
9200,2192.67,25.251536825
9300,2216.66,25.249260140
9400,2240.49,25.247031890
9500,2264.28,25.244850545
9600,2287.59,25.242714640
9700,2310.97,25.240622771
9800,2334.61,25.238573587
9900,2358.31,25.236565798
10000,2381.95,25.234598160
10100,2405.61,25.232669481
10200,2429.26,25.230778616
10300,2453.05,25.228924464
10400,2476.89,25.227105964
10500,2500.81,25.225322100
10600,2524.63,25.223571890
10700,2548.51,25.221854391
10800,2572.42,25.220168694
10900,2596.34,25.218513926
11000,2620.17,25.216889241
11100,2644.08,25.215293827
11200,2667.81,25.213726900
11300,2691.57,25.212187704
11400,2715.40,25.210675508
11500,2739.37,25.209189610
11600,2763.20,25.207729328
11700,2786.92,25.206294007
11800,2810.71,25.204883011
11900,2834.54,25.203495726
12000,2858.37,25.202131562
12100,2882.22,25.200789944
12200,2906.00,25.199470317
12300,2929.93,25.198172147
12400,2953.91,25.196894913
12500,2977.91,25.195638112
12600,3001.66,25.194401260
12700,3025.37,25.193183884
12800,3049.25,25.191985528
12900,3073.19,25.190805750
13000,3097.13,25.189644121
13100,3121.05,25.188500225
13200,3144.75,25.187373660
13300,3168.41,25.186264034
13400,3192.23,25.185170968
13500,3216.06,25.184094095
13600,3239.89,25.183033058
13700,3263.65,25.181987508
13800,3287.23,25.180957111
13900,3310.63,25.179941538
14000,3334.22,25.178940472
14100,3358.20,25.177953605
14200,3381.85,25.176980636
14300,3405.27,25.176021275
14400,3429.15,25.175075237
14500,3452.96,25.174142247
14600,3476.75,25.173222036
14700,3500.26,25.172314345
14800,3523.77,25.171418919
14900,3547.51,25.170535511
15000,3571.37,25.169663882
15100,3595.18,25.168803796
15200,3619.02,25.167955026
15300,3642.96,25.167117351
15400,3666.89,25.166290554
15500,3690.89,25.165474425
15600,3714.91,25.164668758
15700,3738.85,25.163873354
15800,3762.74,25.163088017
15900,3786.62,25.162312559
16000,3810.52,25.161546793
16100,3834.27,25.160790539
16200,3858.02,25.160043620
16300,3881.80,25.159305866
16400,3905.76,25.158577109
16500,3929.74,25.157857184
16600,3953.59,25.157145933
16700,3977.54,25.156443199
16800,4001.52,25.155748830
16900,4025.40,25.155062679
17000,4049.18,25.154384599
17100,4073.05,25.153714449
17200,4096.96,25.153052092
17300,4120.99,25.152397391
17400,4145.01,25.151750216
17500,4168.98,25.151110436
17600,4192.59,25.150477926
17700,4215.96,25.149852562
17800,4239.41,25.149234225
17900,4262.93,25.148622796
18000,4286.53,25.148018160
18100,4310.14,25.147420205
18200,4333.73,25.146828821
18300,4357.52,25.146243900
18400,4381.33,25.145665336
18500,4405.11,25.145093026
18600,4428.84,25.144526870
18700,4452.66,25.143966769
18800,4476.46,25.143412626
18900,4500.28,25.142864346
19000,4524.21,25.142321838
19100,4548.14,25.141785010
19200,4572.05,25.141253774
19300,4595.88,25.140728042
19400,4619.73,25.140207730
19500,4643.59,25.139692755
19600,4667.52,25.139183034
19700,4691.23,25.138678487
19800,4715.15,25.138179037
19900,4738.97,25.137684606
20000,4762.70,25.137195119
20100,4786.36,25.136710503
20200,4810.00,25.136230684
20300,4833.77,25.135755592
20400,4857.59,25.135285158
20500,4881.26,25.134819314
20600,4904.97,25.134357992
20700,4928.57,25.133901126
20800,4952.24,25.133448654
20900,4975.95,25.133000511
21000,4999.67,25.132556636
