# iteration,run time [seconds],cost
100,9.51,55.659665222
200,18.26,50.087108696
300,27.00,48.217247536
400,35.75,47.279985458
500,44.55,46.716879898
600,53.33,46.341163876
700,62.19,46.072642154
800,71.08,45.871167054
900,79.86,45.714414507
1000,88.97,45.588981150
1100,97.75,45.486333144
1200,106.72,45.400778894
1300,115.84,45.328376719
1400,130.23,45.266310330
1500,144.76,45.212513946
1600,159.42,45.165437910
1700,173.90,45.123896974
1800,186.74,45.086969136
1900,198.69,45.053926394
2000,208.90,45.024186274
2100,221.65,44.997277199
2200,234.64,44.972813292
2300,249.30,44.950475757
2400,259.62,44.929998907
2500,271.99,44.911159551
2600,285.43,44.893768819
2700,297.79,44.877665812
2800,310.58,44.862712609
2900,323.15,44.848790306
3000,332.41,44.835795848
3100,343.68,44.823639471
3200,356.08,44.812242630
3300,370.73,44.801536298
3400,385.44,44.791459565
3500,399.22,44.781958481
3600,412.48,44.772985088
3700,426.74,44.764496612
3800,440.50,44.756454781
3900,452.86,44.748825245
4000,465.69,44.741577091
4100,480.06,44.734682420
4200,494.37,44.728115987
4300,507.03,44.721854900
4400,519.25,44.715878342
4500,532.24,44.710167350
4600,545.57,44.704704609
4700,557.33,44.699474275
4800,571.87,44.694461826
4900,581.38,44.689653925
5000,590.40,44.685038302
5100,601.53,44.680603648
5200,613.87,44.676339524
5300,626.54,44.672236281
5400,639.07,44.668284982
5500,653.47,44.664477340
5600,667.33,44.660805661
5700,679.41,44.657262791
5800,690.06,44.653842067
5900,698.89,44.650537280
6000,708.28,44.647342635
6100,720.67,44.644252714
6200,732.64,44.641262453
6300,744.40,44.638367105
6400,753.54,44.635562223
6500,765.79,44.632843632
6600,777.68,44.630207410
6700,792.17,44.627649869
6800,806.26,44.625167539
6900,819.69,44.622757150
7000,833.61,44.620415620
7100,848.00,44.618140039
7200,858.99,44.615927659
7300,870.13,44.613775885
7400,882.61,44.611682259
7500,894.44,44.609644455
7600,906.44,44.607660270
7700,918.28,44.605727617
7800,930.17,44.603844512
7900,944.51,44.602009074
8000,958.84,44.600219517
8100,973.29,44.598474141
8200,985.34,44.596771330
8300,999.06,44.595109546
8400,1011.48,44.593487323
8500,1026.20,44.591903265
8600,1035.89,44.590356042
8700,1046.52,44.588844383
8800,1057.80,44.587367077
8900,1070.64,44.585922964
9000,1083.69,44.584510939
9100,1094.64,44.583129944
9200,1108.69,44.581778968
9300,1120.01,44.580457041
9400,1130.42,44.579163238
9500,1140.94,44.577896670
9600,1151.50,44.576656486
9700,1163.39,44.575441870
9800,1177.94,44.574252040
9900,1192.33,44.573086244
10000,1206.60,44.571943762
10100,1220.76,44.570823901
10200,1234.29,44.569725996
10300,1246.38,44.568649407
10400,1258.60,44.567593520
10500,1267.52,44.566557744
10600,1282.15,44.565541508
10700,1295.44,44.564544266
10800,1304.30,44.563565489
10900,1318.07,44.562604670
11000,1332.86,44.561661319
11100,1347.60,44.560734963
11200,1362.40,44.559825149
11300,1373.14,44.558931435
11400,1387.88,44.558053400
11500,1401.25,44.557190633
11600,1416.03,44.556342740
11700,1430.37,44.555509340
11800,1443.39,44.554690065
11900,1452.59,44.553884557
12000,1462.67,44.553092473
12100,1472.18,44.552313481
12200,1486.54,44.551547258
12300,1497.69,44.550793493
12400,1506.77,44.550051884
12500,1519.04,44.549322140
12600,1531.59,44.548603979
12700,1544.24,44.547897126
12800,1553.63,44.547201317
12900,1563.85,44.546516295
13000,1578.28,44.545841810
13100,1589.20,44.545177623
13200,1598.11,44.544523498
13300,1610.05,44.543879209
13400,1622.02,44.543244535
13500,1635.12,44.542619264
13600,1645.09,44.542003186
13700,1654.00,44.541396102
13800,1663.30,44.540797816
13900,1675.04,44.540208138
14000,1689.80,44.539626882
14100,1703.27,44.539053871
14200,1716.73,44.538488930
14300,1725.64,44.537931890
14400,1734.55,44.537382586
14500,1745.36,44.536840858
14600,1759.04,44.536306550
14700,1773.64,44.535779512
14800,1788.04,44.535259595
14900,1800.66,44.534746656
15000,1812.59,44.534240556
15100,1824.25,44.533741159
15200,1834.86,44.533248333
15300,1843.69,44.532761948
15400,1853.00,44.532281879
15500,1865.90,44.531808005
15600,1876.09,44.531340206
15700,1888.11,44.530878365
15800,1898.34,44.530422370
15900,1907.48,44.529972110
16000,1919.80,44.529527479
16100,1932.55,44.529088370
16200,1941.41,44.528654682
16300,1950.25,44.528226315
16400,1963.12,44.527803172
16500,1977.54,44.527385158
16600,1989.63,44.526972179
16700,1999.71,44.526564146
16800,2010.75,44.526160971
16900,2022.28,44.525762566
17000,2036.25,44.525368848
17100,2049.83,44.524979735
17200,2060.81,44.524595146
17300,2074.82,44.524215003
17400,2086.07,44.523839230
17500,2094.99,44.523467750
17600,2104.82,44.523100492
17700,2115.57,44.522737383
17800,2126.81,44.522378354
17900,2140.46,44.522023336
18000,2153.85,44.521672262
18100,2165.94,44.521325068
18200,2174.88,44.520981689
18300,2187.90,44.520642062
18400,2202.62,44.520306127
18500,2213.41,44.519973823
18600,2224.13,44.519645092
18700,2235.30,44.519319877
18800,2246.46,44.518998121
18900,2258.16,44.518679770
