# iteration,run time [seconds],cost
100,0.78,20.780308188
200,1.12,18.785031468
300,1.45,18.115520010
400,1.78,17.779929479
500,2.11,17.578307224
600,2.44,17.443780561
700,2.77,17.347635257
800,3.10,17.275496271
900,3.43,17.219370379
1000,3.76,17.174458451
1100,4.09,17.137704911
1200,4.42,17.107071861
1300,4.75,17.081147966
1400,5.09,17.058924840
1500,5.42,17.039662824
1600,5.75,17.022807056
1700,6.08,17.007933154
1800,6.41,16.994710990
1900,6.74,16.982879901
2000,7.07,16.972231329
2100,7.41,16.962596424
2200,7.74,16.953837022
2300,8.07,16.945838976
2400,8.40,16.938507156
2500,8.73,16.931761647
2600,9.06,16.925534824
2700,9.39,16.919769076
2800,9.72,16.914415021
2900,10.05,16.909430083
3000,10.38,16.904777364
3100,10.71,16.900424723
3200,11.04,16.896344038
3300,11.38,16.892510592
3400,11.71,16.888902576
3500,12.04,16.885500674
3600,12.37,16.882287714
3700,12.70,16.879248380
3800,13.03,16.876368970
3900,13.36,16.873637183
4000,13.69,16.871041952
4100,14.02,16.868573286
4200,14.35,16.866222148
4300,14.68,16.863980340
4400,15.02,16.861840409
4500,15.35,16.859795565
4600,15.68,16.857839608
4700,16.01,16.855966866
4800,16.34,16.854172138
4900,16.67,16.852450649
5000,17.00,16.850798006
5100,17.33,16.849210160
5200,17.66,16.847683374
5300,17.99,16.846214191
5400,18.32,16.844799412
5500,18.65,16.843436070
5600,18.99,16.842121410
5700,19.32,16.840852871
5800,19.65,16.839628067
5900,19.98,16.838444774
6000,20.31,16.837300918
6100,20.64,16.836194560
6200,20.97,16.835123884
6300,21.30,16.834087193
6400,21.63,16.833082894
6500,21.96,16.832109491
6600,22.30,16.831165581
6700,22.63,16.830249843
6800,22.96,16.829361034
6900,23.29,16.828497985
7000,23.62,16.827659590
7100,23.95,16.826844809
7200,24.28,16.826052657
7300,24.62,16.825282206
7400,24.95,16.824532574
7500,25.28,16.823802930
7600,25.61,16.823092485
7700,25.94,16.822400490
7800,26.27,16.821726237
7900,26.60,16.821069051
8000,26.93,16.820428293
8100,27.26,16.819803354
8200,27.59,16.819193655
8300,27.92,16.818598646
8400,28.26,16.818017803
8500,28.59,16.817450625
8600,28.92,16.816896635
8700,29.25,16.816355379
8800,29.58,16.815826424
8900,29.91,16.815309353
9000,30.24,16.814803772
9100,30.57,16.814309301
9200,30.90,16.813825578
9300,31.23,16.813352257
9400,31.56,16.812889006
9500,31.90,16.812435506
9600,32.23,16.811991453
9700,32.56,16.811556555
9800,32.89,16.811130531
9900,33.22,16.810713113
10000,33.55,16.810304043
10100,33.88,16.809903072
10200,34.21,16.809509962
10300,34.54,16.809124485
10400,34.87,16.808746421
10500,35.20,16.808375557
10600,35.53,16.808011689
10700,35.86,16.807654623
10800,36.19,16.807304168
10900,36.52,16.806960142
11000,36.85,16.806622372
11100,37.18,16.806290686
11200,37.52,16.805964923
11300,37.85,16.805644926
11400,38.18,16.805330541
11500,38.51,16.805021624
11600,38.84,16.804718033
11700,39.17,16.804419631
11800,39.50,16.804126286
11900,39.83,16.803837870
12000,40.16,16.803554261
12100,40.49,16.803275340
12200,40.82,16.803000991
12300,41.16,16.802731102
12400,41.49,16.802465566
12500,41.82,16.802204278
12600,42.15,16.801947137
12700,42.48,16.801694046
12800,42.81,16.801444909
12900,43.14,16.801199634
13000,43.47,16.800958132
13100,43.80,16.800720317
13200,44.13,16.800486105
13300,44.46,16.800255414
13400,44.79,16.800028167
13500,45.12,16.799804286
13600,45.46,16.799583697
13700,45.79,16.799366328
13800,46.12,16.799152109
13900,46.45,16.798940972
14000,46.78,16.798732851
14100,47.11,16.798527682
14200,47.44,16.798325403
14300,47.78,16.798125952
14400,48.11,16.797929272
14500,48.44,16.797735304
14600,48.77,16.797543993
14700,49.10,16.797355285
14800,49.43,16.797169126
14900,49.76,16.796985466
15000,50.09,16.796804255
15100,50.42,16.796625444
15200,50.75,16.796448985
15300,51.08,16.796274833
15400,51.42,16.796102943
15500,51.75,16.795933270
15600,52.08,16.795765773
15700,52.41,16.795600409
15800,52.74,16.795437138
15900,53.07,16.795275921
16000,53.40,16.795116718
16100,53.74,16.794959494
16200,54.07,16.794804210
16300,54.40,16.794650832
16400,54.73,16.794499323
16500,55.06,16.794349652
16600,55.39,16.794201783
16700,55.72,16.794055685
16800,56.05,16.793911326
16900,56.38,16.793768676
17000,56.71,16.793627704
17100,57.04,16.793488380
17200,57.37,16.793350677
17300,57.70,16.793214565
17400,58.03,16.793080017
17500,58.37,16.792947008
17600,58.70,16.792815509
17700,59.03,16.792685497
17800,59.36,16.792556945
17900,59.69,16.792429829
18000,60.02,16.792304126
18100,60.35,16.792179812
18200,60.68,16.792056863
18300,61.01,16.791935259
18400,61.34,16.791814976
18500,61.67,16.791695993
18600,62.00,16.791578289
18700,62.33,16.791461845
18800,62.66,16.791346639
18900,63.00,16.791232652
19000,63.33,16.791119865
19100,63.66,16.791008259
19200,63.99,16.790897815
19300,64.32,16.790788516
19400,64.65,16.790680344
19500,64.98,16.790573280
19600,65.31,16.790467310
19700,65.64,16.790362415
19800,65.97,16.790258580
19900,66.30,16.790155788
20000,66.63,16.790054024
20100,66.96,16.789953273
20200,67.30,16.789853519
20300,67.63,16.789754747
20400,67.96,16.789656945
20500,68.29,16.789560096
20600,68.62,16.789464187
20700,68.95,16.789369205
20800,69.28,16.789275137
20900,69.61,16.789181968
21000,69.94,16.789089687
21100,70.27,16.788998280
21200,70.60,16.788907736
21300,70.93,16.788818042
21400,71.26,16.788729186
21500,71.60,16.788641156
21600,71.93,16.788553942
21700,72.26,16.788467531
21800,72.59,16.788381914
21900,72.92,16.788297078
22000,73.25,16.788213013
22100,73.58,16.788129709
22200,73.92,16.788047155
22300,74.25,16.787965342
22400,74.58,16.787884259
22500,74.91,16.787803897
22600,75.24,16.787724246
22700,75.57,16.787645297
22800,75.90,16.787567040
22900,76.23,16.787489467
23000,76.56,16.787412568
23100,76.89,16.787336335
23200,77.23,16.787260759
23300,77.56,16.787185832
23400,77.89,16.787111545
23500,78.22,16.787037890
23600,78.55,16.786964860
23700,78.88,16.786892446
23800,79.21,16.786820640
23900,79.54,16.786749435
24000,79.87,16.786678824
24100,80.20,16.786608798
24200,80.54,16.786539352
24300,80.87,16.786470476
24400,81.20,16.786402166
24500,81.53,16.786334413
24600,81.86,16.786267210
24700,82.19,16.786200552
24800,82.52,16.786134432
24900,82.85,16.786068842
25000,83.18,16.786003777
25100,83.51,16.785939231
25200,83.84,16.785875197
25300,84.17,16.785811669
25400,84.51,16.785748641
25500,84.84,16.785686107
25600,85.17,16.785624062
25700,85.50,16.785562500
25800,85.83,16.785501415
25900,86.16,16.785440802
26000,86.49,16.785380655
26100,86.83,16.785320969
26200,87.16,16.785261738
26300,87.49,16.785202958
26400,87.82,16.785144624
26500,88.15,16.785086729
