Distribution Center,Product Offering,Generation,SKU,ASP Group,Week,Forecasted Demand,Customer Orders
BETA,C,3,SKU-C-3,4,46,64,796
BETA,E,3,SKU-E-3,7,46,255,637
BETA,F,3,SKU-F-3,7,46,2516,2548
BETA,H,3,SKU-H-3,10,46,127,318
BETA,I,3,SKU-I-3,14,46,1385,1592
BETA,K,3,SKU-K-3,12,46,191,478
BETA,L,3,SKU-L-3,13,46,0,159
BETA,O,3,SKU-O-3,14,46,446,637
BETA,S,3,SKU-S-3,16,46,1768,1592
BETA,U,3,SKU-U-3,17,46,1306,159
GAMMA,A,2,SKU-A-2,1,46,11513,955
GAMMA,A,3,SKU-A-3,1,46,18471,955
GAMMA,B,2,SKU-B-2,1,46,27086,4777
GAMMA,B,3,SKU-B-3,1,46,73885,7006
GAMMA,C,2,SKU-C-2,4,46,68408,23089
GAMMA,C,3,SKU-C-3,4,46,37898,14172
GAMMA,E,2,SKU-E-2,7,46,18312,955
GAMMA,E,3,SKU-E-3,7,46,5701,1115
GAMMA,F,2,SKU-F-2,7,46,17611,2389
GAMMA,F,3,SKU-F-3,7,46,23471,12739
GAMMA,G,2,SKU-G-2,10,46,318,159
GAMMA,G,3,SKU-G-3,11,46,3885,3185
GAMMA,H,2,SKU-H-2,9,46,19045,3822
GAMMA,H,3,SKU-H-3,10,46,19108,4299
GAMMA,I,2,SKU-I-2,10,46,5255,2389
GAMMA,I,3,SKU-I-3,14,46,1131,1911
GAMMA,J,2,SKU-J-2,11,46,318,159
GAMMA,J,3,SKU-J-3,12,46,573,318
GAMMA,K,2,SKU-K-2,11,46,23376,3025
GAMMA,K,3,SKU-K-3,12,46,21656,10669
GAMMA,L,2,SKU-L-2,12,46,7675,2229
GAMMA,L,3,SKU-L-3,13,46,9076,1592
GAMMA,M,2,SKU-M-2,13,46,2866,637
GAMMA,N,2,SKU-N-2,14,46,2261,1911
GAMMA,N,3,SKU-N-3,16,46,6433,4936
GAMMA,O,2,SKU-O-2,14,46,14331,3981
GAMMA,O,3,SKU-O-3,14,46,23567,20701
GAMMA,Q,2,SKU-Q-2,14,46,3726,3822
GAMMA,Q,3,SKU-Q-3,14,46,4777,4777
GAMMA,S,2,SKU-S-2,15,46,15924,2866
GAMMA,S,3,SKU-S-3,16,46,10510,3185
GAMMA,T,3,SKU-T-3,17,46,4140,1592
GAMMA,U,3,SKU-U-3,17,46,6688,10510
DELTA,A,2,SKU-A-2,1,46,13424,12898
DELTA,A,3,SKU-A-3,1,46,7118,4188
DELTA,B,2,SKU-B-2,1,46,35924,22771
DELTA,B,3,SKU-B-3,1,46,18790,14650
DELTA,C,2,SKU-C-2,4,46,47962,32006
DELTA,C,3,SKU-C-3,4,46,54841,25000
DELTA,E,2,SKU-E-2,7,46,685,2070
DELTA,E,3,SKU-E-3,7,46,14331,6035
DELTA,F,2,SKU-F-2,7,46,25653,11624
DELTA,F,3,SKU-F-3,7,46,27707,28662
DELTA,G,2,SKU-G-2,10,46,637,1354
DELTA,G,3,SKU-G-3,11,46,6019,2946
DELTA,H,2,SKU-H-2,9,46,29204,23248
DELTA,H,3,SKU-H-3,10,46,16624,7962
DELTA,I,2,SKU-I-2,10,46,20510,10350
DELTA,I,3,SKU-I-3,14,46,3583,3264
DELTA,J,2,SKU-J-2,11,46,1688,605
DELTA,J,3,SKU-J-3,12,46,287,669
DELTA,K,1,SKU-K-1,10,46,0,80
DELTA,K,2,SKU-K-2,11,46,27277,17197
DELTA,K,3,SKU-K-3,12,46,30860,35191
DELTA,L,2,SKU-L-2,12,46,10510,20064
DELTA,L,3,SKU-L-3,13,46,15605,4777
DELTA,M,2,SKU-M-2,13,46,2404,3185
DELTA,N,2,SKU-N-2,14,46,8057,1752
DELTA,N,3,SKU-N-3,16,46,7643,8758
DELTA,O,1,SKU-O-1,14,46,0,32
DELTA,O,2,SKU-O-2,14,46,66561,20541
DELTA,O,3,SKU-O-3,14,46,6975,3662
DELTA,Q,2,SKU-Q-2,14,46,6051,7166
DELTA,Q,3,SKU-Q-3,14,46,17834,17229
DELTA,S,2,SKU-S-2,15,46,11465,11146
DELTA,S,3,SKU-S-3,16,46,11131,11306
DELTA,T,3,SKU-T-3,17,46,11465,2755
DELTA,U,3,SKU-U-3,17,46,12564,11417
EPSILON,A,2,SKU-A-2,1,46,8981,3025
EPSILON,A,3,SKU-A-3,1,46,27627,4618
EPSILON,B,2,SKU-B-2,1,46,244299,33917
EPSILON,B,3,SKU-B-3,1,46,187643,9395
EPSILON,C,2,SKU-C-2,4,46,407580,24522
EPSILON,C,3,SKU-C-3,4,46,243471,14172
EPSILON,E,2,SKU-E-2,7,46,13885,7166
EPSILON,E,3,SKU-E-3,7,46,38551,2866
EPSILON,F,2,SKU-F-2,7,46,150510,11306
EPSILON,F,3,SKU-F-3,7,46,374411,21656
EPSILON,G,2,SKU-G-2,10,46,1417,478
EPSILON,G,3,SKU-G-3,11,46,39968,6210
EPSILON,H,2,SKU-H-2,9,46,141083,11146
EPSILON,H,3,SKU-H-3,10,46,88089,29299
EPSILON,I,2,SKU-I-2,10,46,123535,10828
EPSILON,I,3,SKU-I-3,14,46,48025,9713
EPSILON,K,2,SKU-K-2,11,46,163854,14172
EPSILON,K,3,SKU-K-3,12,46,249013,19427
EPSILON,L,2,SKU-L-2,12,46,102611,16401
EPSILON,L,3,SKU-L-3,13,46,265318,13854
EPSILON,M,2,SKU-M-2,13,46,61067,16083
EPSILON,N,2,SKU-N-2,14,46,47611,9076
EPSILON,N,3,SKU-N-3,16,46,16624,3025
EPSILON,O,2,SKU-O-2,14,46,255255,18312
EPSILON,O,3,SKU-O-3,14,46,115510,6210
EPSILON,Q,2,SKU-Q-2,14,46,78726,21178
EPSILON,Q,3,SKU-Q-3,14,46,322739,36624
EPSILON,S,2,SKU-S-2,15,46,86688,13694
EPSILON,S,3,SKU-S-3,16,46,168981,14490
EPSILON,T,3,SKU-T-3,17,46,17389,5255
EPSILON,U,3,SKU-U-3,17,46,403439,42357
ALPHA,A,2,SKU-A-2,1,47,2946,637
ALPHA,A,3,SKU-A-3,1,47,7978,19904
ALPHA,B,2,SKU-B-2,1,47,18790,13535
ALPHA,B,3,SKU-B-3,1,47,22739,15127
ALPHA,C,2,SKU-C-2,4,47,16035,22452
ALPHA,C,3,SKU-C-3,4,47,20048,17834
ALPHA,E,3,SKU-E-3,7,47,589,478
ALPHA,F,2,SKU-F-2,7,47,4777,3981
ALPHA,F,3,SKU-F-3,7,47,7452,15287
ALPHA,G,2,SKU-G-2,10,47,159,159
ALPHA,G,3,SKU-G-3,11,47,318,1115
ALPHA,H,2,SKU-H-2,9,47,6369,3662
ALPHA,H,3,SKU-H-3,10,47,6783,4459
ALPHA,I,3,SKU-I-3,14,47,1592,637
ALPHA,K,2,SKU-K-2,11,47,10287,5732
ALPHA,K,3,SKU-K-3,12,47,7834,7006
ALPHA,L,2,SKU-L-2,12,47,4029,2070
ALPHA,L,3,SKU-L-3,13,47,3185,796
ALPHA,M,2,SKU-M-2,13,47,1433,3185
ALPHA,N,2,SKU-N-2,14,47,318,159
ALPHA,N,3,SKU-N-3,16,47,1274,1911
ALPHA,O,2,SKU-O-2,14,47,5446,3981
ALPHA,O,3,SKU-O-3,14,47,4283,2070
ALPHA,Q,2,SKU-Q-2,14,47,2389,3822
ALPHA,Q,3,SKU-Q-3,14,47,4777,3981
ALPHA,S,2,SKU-S-2,15,47,2548,796
ALPHA,S,3,SKU-S-3,16,47,5430,1592
ALPHA,U,3,SKU-U-3,17,47,2548,15605
BETA,B,3,SKU-B-3,1,47,2420,1752
BETA,C,2,SKU-C-2,4,47,478,478
BETA,C,3,SKU-C-3,4,47,207,637
BETA,E,3,SKU-E-3,7,47,366,318
BETA,F,3,SKU-F-3,7,47,2484,1115
BETA,H,3,SKU-H-3,10,47,175,478
BETA,I,3,SKU-I-3,14,47,939,796
BETA,K,3,SKU-K-3,12,47,287,955
BETA,L,3,SKU-L-3,13,47,0,159
BETA,O,3,SKU-O-3,14,47,605,318
BETA,Q,3,SKU-Q-3,14,47,478,955
BETA,S,3,SKU-S-3,16,47,3153,2070
BETA,U,3,SKU-U-3,17,47,621,159
GAMMA,A,2,SKU-A-2,1,47,11497,1911
GAMMA,A,3,SKU-A-3,1,47,33185,5573
GAMMA,B,2,SKU-B-2,1,47,15764,5573
GAMMA,B,3,SKU-B-3,1,47,73758,3185
GAMMA,C,2,SKU-C-2,4,47,68790,44586
GAMMA,C,3,SKU-C-3,4,47,31401,7962
GAMMA,E,2,SKU-E-2,7,47,1274,1592
GAMMA,E,3,SKU-E-3,7,47,8217,2707
GAMMA,F,2,SKU-F-2,7,47,17134,6210
GAMMA,F,3,SKU-F-3,7,47,24140,7484
GAMMA,G,2,SKU-G-2,10,47,478,637
GAMMA,G,3,SKU-G-3,11,47,4076,1433
GAMMA,H,2,SKU-H-2,9,47,18217,3662
GAMMA,H,3,SKU-H-3,10,47,15064,4777
GAMMA,I,2,SKU-I-2,10,47,4904,3185
GAMMA,I,3,SKU-I-3,14,47,7325,1433
GAMMA,J,3,SKU-J-3,12,47,510,796
GAMMA,K,2,SKU-K-2,11,47,17516,4777
GAMMA,K,3,SKU-K-3,12,47,30637,8917
GAMMA,L,2,SKU-L-2,12,47,3248,4459
GAMMA,L,3,SKU-L-3,13,47,2691,318
GAMMA,M,2,SKU-M-2,13,47,2468,637
GAMMA,N,2,SKU-N-2,14,47,2038,478
GAMMA,N,3,SKU-N-3,16,47,3137,2229
GAMMA,O,2,SKU-O-2,14,47,7452,4936
GAMMA,O,3,SKU-O-3,14,47,12293,5096
GAMMA,Q,3,SKU-Q-3,14,47,8025,3662
GAMMA,S,2,SKU-S-2,15,47,11592,3662
GAMMA,S,3,SKU-S-3,16,47,8854,5255
GAMMA,T,3,SKU-T-3,17,47,2038,1911
GAMMA,U,3,SKU-U-3,17,47,3312,2866
DELTA,A,2,SKU-A-2,1,47,28710,4936
DELTA,A,3,SKU-A-3,1,47,17675,5653
DELTA,B,2,SKU-B-2,1,47,93248,28185
DELTA,B,3,SKU-B-3,1,47,42994,16879
DELTA,C,2,SKU-C-2,4,47,184968,30414
DELTA,C,3,SKU-C-3,4,47,144395,33439
DELTA,E,2,SKU-E-2,7,47,6831,3822
DELTA,E,3,SKU-E-3,7,47,17675,3105
DELTA,F,2,SKU-F-2,7,47,45764,13217
DELTA,F,3,SKU-F-3,7,47,71513,21338
DELTA,G,2,SKU-G-2,10,47,1943,478
DELTA,G,3,SKU-G-3,11,47,7978,4889
DELTA,H,2,SKU-H-2,9,47,91576,31847
DELTA,H,3,SKU-H-3,10,47,95478,16720
DELTA,I,2,SKU-I-2,10,47,28790,7325
DELTA,I,3,SKU-I-3,14,47,6688,9395
DELTA,J,2,SKU-J-2,11,47,2516,350
DELTA,J,3,SKU-J-3,12,47,939,334
DELTA,K,1,SKU-K-1,10,47,0,64
DELTA,K,2,SKU-K-2,11,47,75048,5732
DELTA,K,3,SKU-K-3,12,47,127962,34076
DELTA,L,2,SKU-L-2,12,47,26990,3344
DELTA,L,3,SKU-L-3,13,47,54745,11624
DELTA,M,2,SKU-M-2,13,47,12452,1592
DELTA,N,2,SKU-N-2,14,47,11242,3662
DELTA,N,3,SKU-N-3,16,47,14857,3503
DELTA,O,1,SKU-O-1,14,47,0,48
DELTA,O,2,SKU-O-2,14,47,136624,32166
DELTA,O,3,SKU-O-3,14,47,81975,16083
DELTA,Q,2,SKU-Q-2,14,47,35350,7325
DELTA,Q,3,SKU-Q-3,14,47,35064,7962
DELTA,S,2,SKU-S-2,15,47,50318,9713
DELTA,S,3,SKU-S-3,16,47,37643,20939
DELTA,T,3,SKU-T-3,17,47,21783,4857
DELTA,U,3,SKU-U-3,17,47,16401,6051
EPSILON,A,2,SKU-A-2,1,47,17994,4299
EPSILON,A,3,SKU-A-3,1,47,22484,4777
EPSILON,B,2,SKU-B-2,1,47,275207,34395
EPSILON,B,3,SKU-B-3,1,47,166624,14172
EPSILON,C,2,SKU-C-2,4,47,408822,56210
EPSILON,C,3,SKU-C-3,4,47,243869,27866
EPSILON,E,2,SKU-E-2,7,47,7245,955
EPSILON,E,3,SKU-E-3,7,47,41799,12261
EPSILON,F,2,SKU-F-2,7,47,191959,50318
EPSILON,F,3,SKU-F-3,7,47,340414,40764
EPSILON,G,2,SKU-G-2,10,47,2834,8280
EPSILON,G,3,SKU-G-3,11,47,34076,5096
EPSILON,H,2,SKU-H-2,9,47,180000,23408
EPSILON,H,3,SKU-H-3,10,47,84873,16879
EPSILON,I,2,SKU-I-2,10,47,122102,10987
EPSILON,I,3,SKU-I-3,14,47,68153,8599
EPSILON,J,2,SKU-J-2,11,47,3248,2707
EPSILON,K,2,SKU-K-2,11,47,158678,5732
EPSILON,K,3,SKU-K-3,12,47,306306,35191
EPSILON,L,2,SKU-L-2,12,47,110971,21178
EPSILON,L,3,SKU-L-3,13,47,232325,20223
EPSILON,M,2,SKU-M-2,13,47,40701,3344
EPSILON,N,2,SKU-N-2,14,47,32818,2866
EPSILON,N,3,SKU-N-3,16,47,34586,15127
EPSILON,O,2,SKU-O-2,14,47,176242,32325
EPSILON,O,3,SKU-O-3,14,47,101433,22930
EPSILON,Q,2,SKU-Q-2,14,47,70318,7803
EPSILON,Q,3,SKU-Q-3,14,47,330510,48089
EPSILON,S,2,SKU-S-2,15,47,103567,20064
EPSILON,S,3,SKU-S-3,16,47,164411,43949
EPSILON,T,3,SKU-T-3,17,47,25350,2707
EPSILON,U,3,SKU-U-3,17,47,170987,64013
ALPHA,A,2,SKU-A-2,1,48,3439,159
ALPHA,A,3,SKU-A-3,1,48,10271,5255
ALPHA,B,2,SKU-B-2,1,48,12755,16242
ALPHA,B,3,SKU-B-3,1,48,23503,21656
ALPHA,C,2,SKU-C-2,4,48,16752,34713
ALPHA,C,3,SKU-C-3,4,48,20287,23726
ALPHA,E,2,SKU-E-2,7,48,159,1592
ALPHA,E,3,SKU-E-3,7,48,939,318
ALPHA,F,2,SKU-F-2,7,48,3185,6369
ALPHA,F,3,SKU-F-3,7,48,8057,13217
ALPHA,G,2,SKU-G-2,10,48,159,159
ALPHA,H,2,SKU-H-2,9,48,21083,5255
ALPHA,H,3,SKU-H-3,10,48,9538,6688
ALPHA,I,2,SKU-I-2,10,48,637,318
ALPHA,I,3,SKU-I-3,14,48,1274,1433
ALPHA,J,2,SKU-J-2,11,48,318,159
ALPHA,K,2,SKU-K-2,11,48,8949,7484
ALPHA,K,3,SKU-K-3,12,48,10223,11783
ALPHA,L,2,SKU-L-2,12,48,3360,2389
ALPHA,L,3,SKU-L-3,13,48,2389,796
ALPHA,M,2,SKU-M-2,13,48,1561,1592
ALPHA,N,2,SKU-N-2,14,48,159,1752
ALPHA,N,3,SKU-N-3,16,48,318,637
ALPHA,O,2,SKU-O-2,14,48,3121,3185
ALPHA,O,3,SKU-O-3,14,48,6513,3822
ALPHA,Q,2,SKU-Q-2,14,48,2548,2229
ALPHA,Q,3,SKU-Q-3,14,48,6752,1274
ALPHA,S,2,SKU-S-2,15,48,1274,1752
ALPHA,S,3,SKU-S-3,16,48,4204,1433
ALPHA,U,3,SKU-U-3,17,48,2548,796
BETA,B,3,SKU-B-3,1,48,2643,955
BETA,C,2,SKU-C-2,4,48,494,478
BETA,C,3,SKU-C-3,4,48,287,318
BETA,E,3,SKU-E-3,7,48,2978,159
BETA,F,3,SKU-F-3,7,48,2611,1592
BETA,H,3,SKU-H-3,10,48,191,478
BETA,I,3,SKU-I-3,14,48,1975,1752
BETA,K,3,SKU-K-3,12,48,366,478
BETA,L,3,SKU-L-3,13,48,0,159
BETA,O,3,SKU-O-3,14,48,653,318
BETA,Q,3,SKU-Q-3,14,48,446,159
BETA,S,3,SKU-S-3,16,48,3217,1274
BETA,U,3,SKU-U-3,17,48,701,478
GAMMA,A,2,SKU-A-2,1,48,23248,7484
GAMMA,A,3,SKU-A-3,1,48,37038,14490
GAMMA,B,2,SKU-B-2,1,48,32930,19268
GAMMA,B,3,SKU-B-3,1,48,79427,38376
GAMMA,C,2,SKU-C-2,4,48,69618,31847
GAMMA,C,3,SKU-C-3,4,48,36083,23408
GAMMA,E,2,SKU-E-2,7,48,2261,637
GAMMA,E,3,SKU-E-3,7,48,5812,637
GAMMA,F,2,SKU-F-2,7,48,9889,1433
GAMMA,F,3,SKU-F-3,7,48,25159,6847
GAMMA,G,2,SKU-G-2,10,48,541,1831
GAMMA,G,3,SKU-G-3,11,48,4968,3662
GAMMA,H,2,SKU-H-2,9,48,19045,7006
GAMMA,H,3,SKU-H-3,10,48,17166,4618
GAMMA,I,2,SKU-I-2,10,48,5000,1274
GAMMA,I,3,SKU-I-3,14,48,7803,12261
GAMMA,J,2,SKU-J-2,11,48,255,159
GAMMA,J,3,SKU-J-3,12,48,1115,318
GAMMA,K,2,SKU-K-2,11,48,8949,3503
GAMMA,K,3,SKU-K-3,12,48,32484,15605
GAMMA,L,2,SKU-L-2,12,48,3631,2548
GAMMA,L,3,SKU-L-3,13,48,7006,10032
GAMMA,M,2,SKU-M-2,13,48,2771,2389
GAMMA,N,2,SKU-N-2,14,48,2150,159
GAMMA,N,3,SKU-N-3,16,48,11975,1274
GAMMA,O,2,SKU-O-2,14,48,4283,3662
GAMMA,O,3,SKU-O-3,14,48,15478,3185
GAMMA,Q,3,SKU-Q-3,14,48,10064,2548
GAMMA,S,2,SKU-S-2,15,48,14363,2707
GAMMA,S,3,SKU-S-3,16,48,12516,4618
GAMMA,U,3,SKU-U-3,17,48,5239,2389
DELTA,A,2,SKU-A-2,1,48,30573,5892
DELTA,A,3,SKU-A-3,1,48,11783,3662
DELTA,B,2,SKU-B-2,1,48,107006,26592
DELTA,B,3,SKU-B-3,1,48,40127,11624
DELTA,C,2,SKU-C-2,4,48,191083,57962
DELTA,C,3,SKU-C-3,4,48,146497,45064
DELTA,E,2,SKU-E-2,7,48,12420,2150
DELTA,E,3,SKU-E-3,7,48,11783,9395
DELTA,F,2,SKU-F-2,7,48,100127,20223
DELTA,F,3,SKU-F-3,7,48,70223,34395
DELTA,G,2,SKU-G-2,10,48,2229,637
DELTA,G,3,SKU-G-3,11,48,8121,8121
DELTA,H,2,SKU-H-2,9,48,137325,23567
DELTA,H,3,SKU-H-3,10,48,59554,15605
DELTA,I,2,SKU-I-2,10,48,20159,7962
DELTA,I,3,SKU-I-3,14,48,8073,1592
DELTA,J,2,SKU-J-2,11,48,3822,175
DELTA,J,3,SKU-J-3,12,48,1242,557
DELTA,K,2,SKU-K-2,11,48,70271,6608
DELTA,K,3,SKU-K-3,12,48,129299,38217
DELTA,L,2,SKU-L-2,12,48,33758,19268
DELTA,L,3,SKU-L-3,13,48,49682,21497
DELTA,M,2,SKU-M-2,13,48,10064,4618
DELTA,N,2,SKU-N-2,14,48,15955,2866
DELTA,N,3,SKU-N-3,16,48,15955,5414
DELTA,O,2,SKU-O-2,14,48,136306,21019
DELTA,O,3,SKU-O-3,14,48,60191,5732
DELTA,Q,2,SKU-Q-2,14,48,32389,15127
DELTA,Q,3,SKU-Q-3,14,48,44586,26752
DELTA,S,2,SKU-S-2,15,48,48726,13376
DELTA,S,3,SKU-S-3,16,48,28662,12022
DELTA,T,3,SKU-T-3,17,48,16720,8631
DELTA,U,3,SKU-U-3,17,48,23885,11338
EPSILON,A,2,SKU-A-2,1,48,29140,4459
EPSILON,A,3,SKU-A-3,1,48,20924,6529
EPSILON,B,2,SKU-B-2,1,48,209236,25478
EPSILON,B,3,SKU-B-3,1,48,151274,16879
EPSILON,C,2,SKU-C-2,4,48,366401,71497
EPSILON,C,3,SKU-C-3,4,48,299236,23567
EPSILON,E,2,SKU-E-2,7,48,7325,318
EPSILON,E,3,SKU-E-3,7,48,35589,26752
EPSILON,F,2,SKU-F-2,7,48,164013,32962
EPSILON,F,3,SKU-F-3,7,48,308981,56688
EPSILON,G,2,SKU-G-2,10,48,4252,5414
EPSILON,G,3,SKU-G-3,11,48,37898,5255
EPSILON,H,2,SKU-H-2,9,48,214331,25637
EPSILON,H,3,SKU-H-3,10,48,61401,29299
EPSILON,I,2,SKU-I-2,10,48,92118,14013
EPSILON,I,3,SKU-I-3,14,48,62341,3822
EPSILON,J,2,SKU-J-2,11,48,5000,3822
EPSILON,J,3,SKU-J-3,12,48,2484,2866
EPSILON,K,2,SKU-K-2,11,48,150510,18312
EPSILON,K,3,SKU-K-3,12,48,247787,65764
EPSILON,L,2,SKU-L-2,12,48,145924,27389
EPSILON,L,3,SKU-L-3,13,48,187500,22293
EPSILON,M,2,SKU-M-2,13,48,75239,5573
EPSILON,N,2,SKU-N-2,14,48,30430,6051
EPSILON,N,3,SKU-N-3,16,48,16863,16242
EPSILON,O,2,SKU-O-2,14,48,255016,39490
EPSILON,O,3,SKU-O-3,14,48,92038,23408
EPSILON,Q,2,SKU-Q-2,14,48,83885,11465
EPSILON,Q,3,SKU-Q-3,14,48,265987,89172
EPSILON,S,2,SKU-S-2,15,48,165860,25796
EPSILON,S,3,SKU-S-3,16,48,119936,39013
EPSILON,T,3,SKU-T-3,17,48,80924,19904
EPSILON,U,3,SKU-U-3,17,48,168344,34395
ALPHA,A,2,SKU-A-2,1,49,3439,318
ALPHA,A,3,SKU-A-3,1,49,7564,8917
ALPHA,B,2,SKU-B-2,1,49,11465,10191
ALPHA,B,3,SKU-B-3,1,49,19363,31688
ALPHA,C,2,SKU-C-2,4,49,13471,23726
ALPHA,C,3,SKU-C-3,4,49,15510,19427
ALPHA,E,2,SKU-E-2,7,49,0,159
ALPHA,F,2,SKU-F-2,7,49,6975,1911
ALPHA,F,3,SKU-F-3,7,49,6465,12420
ALPHA,G,2,SKU-G-2,10,49,159,318
ALPHA,H,2,SKU-H-2,9,49,3185,955
ALPHA,H,3,SKU-H-3,10,49,6194,8758
ALPHA,I,2,SKU-I-2,10,49,637,159
ALPHA,I,3,SKU-I-3,14,49,1274,2229
ALPHA,K,2,SKU-K-2,11,49,6720,5732
ALPHA,K,3,SKU-K-3,12,49,7038,9076
ALPHA,L,2,SKU-L-2,12,49,2564,1115
ALPHA,L,3,SKU-L-3,13,49,2373,1433
ALPHA,M,2,SKU-M-2,13,49,1083,1752
ALPHA,N,3,SKU-N-3,16,49,955,1274
ALPHA,O,2,SKU-O-2,14,49,3439,3822
ALPHA,O,3,SKU-O-3,14,49,1736,955
ALPHA,Q,3,SKU-Q-3,14,49,1847,2229
ALPHA,S,2,SKU-S-2,15,49,1274,1274
ALPHA,S,3,SKU-S-3,16,49,2611,4618
ALPHA,U,3,SKU-U-3,17,49,1115,796
BETA,B,3,SKU-B-3,1,49,2325,796
BETA,E,2,SKU-E-2,7,49,0,4299
BETA,E,3,SKU-E-3,7,49,2898,159
BETA,F,3,SKU-F-3,7,49,2325,1433
BETA,I,3,SKU-I-3,14,49,1752,955
BETA,K,3,SKU-K-3,12,49,223,955
BETA,O,2,SKU-O-2,14,49,0,318
BETA,Q,3,SKU-Q-3,14,49,366,318
BETA,S,3,SKU-S-3,16,49,1417,796
BETA,U,3,SKU-U-3,17,49,605,159
GAMMA,A,2,SKU-A-2,1,49,11624,4777
GAMMA,A,3,SKU-A-3,1,49,18535,17516
GAMMA,B,2,SKU-B-2,1,49,16178,4459
GAMMA,B,3,SKU-B-3,1,49,79299,24682
GAMMA,C,2,SKU-C-2,4,49,34395,1752
GAMMA,C,3,SKU-C-3,4,49,46178,23567
GAMMA,E,2,SKU-E-2,7,49,4299,13057
GAMMA,E,3,SKU-E-3,7,49,5780,1274
GAMMA,F,2,SKU-F-2,7,49,16465,1911
GAMMA,F,3,SKU-F-3,7,49,25478,10669
GAMMA,G,2,SKU-G-2,10,49,271,637
GAMMA,G,3,SKU-G-3,11,49,4968,1911
GAMMA,H,2,SKU-H-2,9,49,18567,4618
GAMMA,H,3,SKU-H-3,10,49,17166,4140
GAMMA,I,2,SKU-I-2,10,49,9873,637
GAMMA,I,3,SKU-I-3,14,49,3917,3280
GAMMA,K,2,SKU-K-2,11,49,17389,3822
GAMMA,K,3,SKU-K-3,12,49,32930,10510
GAMMA,L,2,SKU-L-2,12,49,1815,1115
GAMMA,L,3,SKU-L-3,13,49,6879,4299
GAMMA,M,2,SKU-M-2,13,49,2596,796
GAMMA,N,2,SKU-N-2,14,49,2070,318
GAMMA,N,3,SKU-N-3,16,49,11465,2866
GAMMA,O,2,SKU-O-2,14,49,7994,5732
GAMMA,O,3,SKU-O-3,14,49,17357,4299
GAMMA,Q,3,SKU-Q-3,14,49,12707,5573
GAMMA,S,2,SKU-S-2,15,49,10414,2229
GAMMA,S,3,SKU-S-3,16,49,12102,8758
GAMMA,T,3,SKU-T-3,17,49,5446,4777
GAMMA,U,3,SKU-U-3,17,49,10159,2707
DELTA,A,2,SKU-A-2,1,49,27277,6210
DELTA,A,3,SKU-A-3,1,49,26513,3662
DELTA,B,2,SKU-B-2,1,49,92102,26911
DELTA,B,3,SKU-B-3,1,49,68089,23567
DELTA,C,2,SKU-C-2,4,49,91752,38057
DELTA,C,3,SKU-C-3,4,49,137389,37898
DELTA,E,2,SKU-E-2,7,49,7643,3662
DELTA,E,3,SKU-E-3,7,49,8599,1831
DELTA,F,2,SKU-F-2,7,49,61911,8917
DELTA,F,3,SKU-F-3,7,49,79252,24204
DELTA,G,2,SKU-G-2,10,49,2229,637
DELTA,G,3,SKU-G-3,11,49,8838,7006
DELTA,H,2,SKU-H-2,9,49,126051,9236
DELTA,H,3,SKU-H-3,10,49,71210,16401
DELTA,I,2,SKU-I-2,10,49,25669,4299
DELTA,I,3,SKU-I-3,14,49,10939,3981
DELTA,J,2,SKU-J-2,11,49,4443,1115
DELTA,J,3,SKU-J-3,12,49,1226,159
DELTA,K,1,SKU-K-1,10,49,0,32
DELTA,K,2,SKU-K-2,11,49,57707,13694
DELTA,K,3,SKU-K-3,12,49,145796,51752
DELTA,L,2,SKU-L-2,12,49,17166,18471
DELTA,L,3,SKU-L-3,13,49,27834,7962
DELTA,M,2,SKU-M-2,13,49,13854,3344
DELTA,N,2,SKU-N-2,14,49,9013,2548
DELTA,N,3,SKU-N-3,16,49,15191,4618
DELTA,O,1,SKU-O-1,14,49,0,96
DELTA,O,2,SKU-O-2,14,49,140318,11943
DELTA,O,3,SKU-O-3,14,49,73248,16879
DELTA,Q,2,SKU-Q-2,14,49,42166,2548
DELTA,Q,3,SKU-Q-3,14,49,46242,19268
DELTA,S,2,SKU-S-2,15,49,37309,8280
DELTA,S,3,SKU-S-3,16,49,47134,14013
DELTA,T,3,SKU-T-3,17,49,16720,2580
DELTA,U,3,SKU-U-3,17,49,22022,8917
EPSILON,A,2,SKU-A-2,1,49,27659,7166
EPSILON,A,3,SKU-A-3,1,49,15287,6529
EPSILON,B,2,SKU-B-2,1,49,232962,33758
EPSILON,B,3,SKU-B-3,1,49,192946,17834
EPSILON,C,2,SKU-C-2,4,49,367834,98089
EPSILON,C,3,SKU-C-3,4,49,274873,46656
EPSILON,E,2,SKU-E-2,7,49,7325,159
EPSILON,E,3,SKU-E-3,7,49,23726,3662
EPSILON,F,2,SKU-F-2,7,49,157643,10032
EPSILON,F,3,SKU-F-3,7,49,306640,101115
EPSILON,G,2,SKU-G-2,10,49,1242,5096
EPSILON,G,3,SKU-G-3,11,49,30191,12102
EPSILON,H,2,SKU-H-2,9,49,163185,28185
EPSILON,H,3,SKU-H-3,10,49,81975,25955
EPSILON,I,2,SKU-I-2,10,49,91879,18949
EPSILON,I,3,SKU-I-3,14,49,44076,20064
EPSILON,J,2,SKU-J-2,11,49,4968,1752
EPSILON,J,3,SKU-J-3,12,49,2404,2229
EPSILON,K,2,SKU-K-2,11,49,173806,12420
EPSILON,K,3,SKU-K-3,12,49,239315,100637
EPSILON,L,2,SKU-L-2,12,49,70701,17038
