,train_cost,val_cost
0,307701120.0,94810888.0
1,95158592.0,4978739.5
2,5067075.0,4874234.0
3,4867928.5,4718476.5
4,4724805.5,4568735.5
5,4589951.0,4477692.5
6,4476432.0,4388475.0
7,4386414.0,4245730.5
8,4294754.5,4189316.25
9,4217698.0,4136494.0
10,4136367.75,4047728.5
11,4060656.75,4006130.75
12,3993992.25,3869601.75
13,3934571.75,3872424.5
14,3871628.5,3812284.5
15,3829776.0,3763299.0
16,3778218.75,3697446.25
17,3724794.75,3642865.75
18,3680064.5,3597581.75
19,3636332.0,3574070.0
20,3592116.5,3517566.25
21,3536738.25,3507881.25
22,3513047.75,3474888.0
23,3479670.5,3452176.0
24,3442259.0,3382950.25
25,3402637.0,3390808.25
26,3369565.5,3344070.0
27,3346468.5,3288940.75
28,3315406.75,3257225.25
29,3287126.75,3256501.75
30,3266372.75,3202803.0
31,3234395.0,3206047.0
32,3212983.0,3192717.25
33,3188036.5,3156616.25
34,3155111.0,3160731.75
35,3134218.25,3093037.5
36,3107131.5,3095989.25
37,3082083.0,3043030.75
38,3060981.0,3016648.25
39,3034113.5,3039589.25
40,3009177.5,2999513.5
41,2982293.0,2957882.5
42,2963680.5,2960538.0
43,2947150.0,2916053.25
44,2923328.25,2904352.5
45,2899950.5,2852871.0
46,2875067.5,2855550.75
47,2849817.75,2822192.25
48,2832458.5,2816835.25
49,2814278.0,2792155.75
50,2792171.25,2815454.5
51,2772462.0,2746837.5
52,2753647.75,2733696.0
53,2728971.5,2672968.5
54,2708151.0,2666397.25
55,2686166.25,2672051.0
56,2664813.5,2652063.25
57,2657682.5,2665381.75
58,2634759.0,2637928.5
59,2617793.5,2592092.25
60,2600329.0,2584584.75
61,2581647.0,2547911.75
62,2559674.0,2526583.5
63,2538881.75,2552437.75
64,2524216.75,2481663.5
65,2503447.25,2482982.0
66,2486675.75,2480577.5
67,2467104.25,2449461.75
68,2446374.5,2395051.75
69,2425241.0,2425459.0
70,2420379.75,2416401.25
71,2391294.75,2375202.5
72,2376185.75,2351220.25
73,2359066.5,2366332.25
74,2342898.5,2330055.25
75,2324181.5,2288684.75
76,2305533.5,2284060.0
77,2290081.25,2287134.5
78,2268928.25,2258494.0
79,2258112.5,2233815.25
80,2237091.0,2248624.0
81,2224600.25,2242614.0
82,2205826.25,2230762.0
83,2188583.0,2199037.5
84,2175591.75,2149713.75
85,2158827.5,2141671.25
86,2138809.25,2149220.75
87,2125949.75,2125760.0
88,2107911.5,2100072.25
89,2087115.625,2106605.25
90,2078306.75,2057834.25
91,2061405.375,2053559.5
92,2050471.75,2035481.75
93,2034976.375,1999160.625
94,2021382.625,2021956.5
95,2008433.5,1998218.5
96,1994073.375,2005409.875
97,1987068.25,1950233.0
98,1967027.5,1989882.5
99,1972341.25,1946367.875
100,1946964.0,1923427.5
101,1943915.0,1910988.375
102,1924495.75,1918068.375
103,1920677.625,1893315.25
104,1903523.25,1905947.75
105,1906290.0,1879976.5
106,1882403.625,1912227.25
107,1888678.875,1865751.625
108,1865624.875,1834250.5
109,1868902.625,1825784.375
110,1843212.5,1820958.75
111,1839974.625,1822491.75
112,1819570.5,1805993.875
113,1814812.0,1806983.375
114,1797110.75,1799535.875
115,1799447.875,1799094.875
116,1778928.0,1785189.75
117,1796017.25,1766832.5
118,1768019.125,1824658.5
119,1776966.375,1773275.5
120,1751056.375,1776021.5
121,1760333.75,1718260.5
122,1734153.25,1739903.375
123,1737043.625,1734200.0
124,1715253.875,1720515.875
125,1719351.25,1714171.625
126,1698224.625,1693996.125
127,1706633.625,1687212.625
128,1688364.25,1724212.0
129,1700195.875,1681659.5
130,1674937.625,1702839.375
131,1686739.375,1640997.125
132,1660265.625,1680234.25
133,1659419.75,1641773.25
134,1641578.0,1633557.5
135,1645372.0,1636504.25
136,1634062.125,1637562.875
137,1652237.5,1598943.625
138,1623182.875,1596733.25
139,1633911.75,1610228.25
140,1610958.125,1635801.75
141,1631138.875,1593763.875
142,1608566.75,1632676.125
143,1630493.5,1590547.625
144,1598903.875,1607686.625
145,1608260.875,1563844.25
146,1583356.625,1576292.875
147,1594237.5,1567150.5
148,1575370.125,1569222.75
149,1593268.25,1570985.625
150,1565778.0,1577004.0
151,1575297.75,1571224.25
152,1556364.875,1598268.875
153,1567633.125,1534386.375
154,1552386.0,1590785.625
155,1568259.875,1554379.0
156,1543910.75,1557154.0
157,1555396.625,1532830.0
158,1536884.75,1525957.0
159,1550406.375,1530310.25
160,1527115.625,1519860.0
161,1526778.625,1504749.25
162,1515351.875,1509958.625
163,1529337.625,1503494.875
164,1516115.625,1541643.0
165,1538755.875,1510958.625
166,1513640.0,1515851.625
167,1520555.0,1497469.75
168,1498452.625,1497875.125
169,1506829.875,1486374.75
170,1495495.125,1501020.0
171,1514599.25,1470402.25
172,1487282.875,1490257.5
173,1516467.375,1506541.875
174,1502749.375,1545557.125
175,1535060.25,1496546.125
176,1502040.75,1531826.875
177,1527595.0,1472312.375
178,1489437.125,1504172.0
179,1506040.75,1482101.0
180,1486112.125,1486936.75
181,1501114.125,1463554.25
182,1480177.75,1497050.375
183,1496699.625,1468006.375
184,1476063.125,1466808.75
185,1485290.375,1448245.125
186,1469049.0,1478920.0
187,1479554.625,1464449.0
188,1463095.625,1460570.0
189,1477334.0,1438387.75
190,1461511.75,1486082.625
191,1473820.875,1466574.25
192,1456397.125,1453460.25
193,1466649.5,1453127.875
194,1449869.625,1449421.375
195,1460629.0,1452645.25
196,1446730.5,1446852.125
197,1458928.625,1442571.75
198,1439389.75,1459447.625
199,1451987.375,1438697.625
200,1438547.125,1434616.375
201,1448489.0,1421886.5
202,1431102.375,1439136.5
203,1441586.5,1428717.0
204,1426482.0,1441346.125
205,1438762.25,1416026.375
206,1426032.25,1418724.75
207,1439946.625,1415881.125
208,1422226.0,1434301.75
209,1441167.75,1408728.375
210,1422476.5,1427993.875
211,1436008.25,1409963.375
212,1414099.125,1428563.375
213,1424775.75,1419769.0
214,1412729.875,1446229.25
215,1431194.375,1411225.375
216,1416567.125,1423122.5
217,1428131.0,1406673.625
218,1414650.125,1431525.25
219,1419581.75,1409800.5
220,1403140.5,1386805.75
221,1407625.375,1398560.5
222,1401082.125,1405300.75
223,1414126.5,1397103.0
224,1401905.75,1418581.25
225,1423837.125,1411296.375
226,1415145.625,1457696.5
227,1450118.875,1410792.75
228,1406904.75,1398805.625
229,1397585.5,1382156.75
230,1385614.875,1362853.5
231,1383177.625,1384172.625
232,1379205.125,1387614.0
233,1376441.0,1367578.375
234,1376005.25,1360422.625
235,1378505.25,1398210.125
236,1398204.75,1541227.75
237,1529134.375,1465846.75
238,1461729.875,1427116.5
239,1433137.125,1378002.875
240,1387175.75,1390176.75
241,1381909.625,1370674.5
242,1377651.875,1369597.75
243,1372687.5,1367724.75
244,1369466.375,1361274.625
245,1365944.75,1356174.375
246,1363479.625,1355992.125
247,1361559.875,1366921.125
248,1360133.0,1378778.125
249,1366521.25,1381621.875
250,1383051.625,1518029.875
251,1540047.75,1520344.375
252,1520865.5,1414948.5
253,1427407.75,1374934.75
254,1376622.375,1355279.5
255,1371382.75,1359983.125
256,1368511.375,1351965.75
257,1364974.625,1365360.125
258,1362063.25,1367539.75
259,1360013.25,1353494.625
260,1357183.625,1358059.875
261,1355519.5,1339498.0
262,1353467.75,1338261.875
263,1352497.25,1363984.375
264,1357216.0,1362577.0
265,1366320.375,1387005.875
266,1404725.75,1392111.25
267,1389045.625,1386603.25
268,1402815.875,1372264.0
269,1370500.125,1383759.125
270,1367098.375,1369312.5
271,1354822.875,1356954.25
272,1351626.5,1351991.625
273,1348924.875,1363255.0
274,1349897.625,1340923.25
275,1348326.375,1365241.5
276,1355927.625,1349850.125
277,1361238.25,1390034.625
278,1404421.5,1390364.125
279,1382193.5,1402658.5
280,1395816.5,1361368.625
281,1362393.25,1331137.0
282,1358538.0,1347430.75
283,1346772.75,1344577.875
284,1343981.625,1345887.5
285,1345651.25,1327279.25
286,1349091.0,1337301.875
287,1346146.125,1375280.5
288,1357141.75,1352907.5
289,1353095.125,1355279.75
290,1364090.0,1346888.125
291,1350780.0,1362415.25
292,1360713.25,1354709.625
293,1351932.875,1364086.5
294,1359203.5,1342167.75
295,1347074.125,1359229.875
296,1347770.375,1339755.375
297,1345751.0,1322877.875
298,1348576.875,1350007.0
299,1343902.875,1349023.75
300,1354725.25,1350427.25
301,1358127.125,1423555.125
302,1424205.625,1452774.875
