,pretrain_train_cost,pretrain_val_cost
101,2533101.0,2579379.0
102,256131904.0,2579379.0
103,4836271.0,2579379.0
104,2870253.5,2579379.0
105,2780358.75,2579379.0
106,2650528.5,2579379.0
107,2566383.75,2579379.0
108,2498070.75,2579379.0
109,2424252.0,2579379.0
110,2351068.75,2579379.0
111,2289437.75,2579379.0
112,2237671.75,2579379.0
113,2192660.75,2579379.0
114,2155551.0,2579379.0
115,2127439.75,2579379.0
116,2106396.5,2579379.0
117,2959198.0,2579379.0
118,2486280.25,2579379.0
119,2305536.75,2579379.0
120,2245792.0,2579379.0
121,2330682.25,2579379.0
122,2276458.0,2579379.0
123,2227754.5,2579379.0
124,2180912.0,2579379.0
125,2138179.0,2579379.0
126,2097163.0,2579379.0
127,2058545.75,2579379.0
128,2025867.875,2579379.0
129,2001297.75,2579379.0
130,1983092.75,2579379.0
131,1968703.125,2579379.0
132,1955774.5,2579379.0
133,1943763.25,2579379.0
134,1932853.375,2579379.0
135,1921882.75,2579379.0
136,1910681.875,2579379.0
137,1899724.125,2579379.0
138,1889169.75,2579379.0
139,1878997.375,2579379.0
140,1869027.5,2579379.0
141,1858670.625,2579379.0
142,1848281.5,2579379.0
143,1838581.125,2579379.0
144,1829481.375,2579379.0
145,1819670.5,2579379.0
146,1812646.625,2579379.0
147,1906310.5,2579379.0
148,1966417.875,2579379.0
149,1852213.875,2579379.0
150,1789883.375,1844230.375
151,1787967.0,359501984.0
152,359010112.0,359501984.0
153,2147627.5,359501984.0
154,1933216.5,359501984.0
155,1763339.875,1768549.375
156,1731283.625,1776785.875
157,1755596.25,1776785.875
158,1692256.25,1758303.0
159,1706680.0,1758303.0
160,1691062.875,1765453.0
161,1741180.25,1765453.0
162,1656789.125,1713303.125
163,1664433.5,1713303.125
164,1669940.75,1713303.125
165,1720905.625,1713303.125
166,1633934.375,1699032.5
167,1631965.375,1660936.5
168,1634279.75,1660936.5
169,1661721.375,1660936.5
170,1646870.75,1660936.5
171,1702280.875,1660936.5
172,1608565.875,1671306.375
173,1610398.0,1671306.375
174,1613855.875,1671306.375
175,1648402.875,1671306.375
176,1624085.375,1671306.375
177,1672460.75,1671306.375
178,1599241.25,1666155.25
179,1616297.125,1666155.25
180,1619967.375,1666155.25
181,1683991.125,1666155.25
182,1579334.25,1644459.375
183,1579469.25,1644459.375
184,1589229.25,1644459.375
185,1614406.0,1644459.375
186,1601753.25,1644459.375
187,1649238.75,1644459.375
188,1576272.5,1628740.875
189,1590248.25,1628740.875
190,1606076.5,1628740.875
191,1688385.875,1628740.875
192,1557357.0,1613853.125
193,1556768.25,1614287.125
194,1560447.625,1614287.125
195,1568164.375,1614287.125
196,1576862.375,1614287.125
197,1622311.125,1614287.125
198,1566409.25,1614287.125
199,1602870.5,1614287.125
