,pretrain_train_cost,pretrain_val_cost
0,957429184.0,959801024.0
1,957425920.0,959801024.0
2,894207040.0,959801024.0
3,834899136.0,959801024.0
4,794619200.0,959801024.0
5,759491136.0,959801024.0
6,729400384.0,959801024.0
7,695116544.0,959801024.0
8,662010304.0,959801024.0
9,627742400.0,959801024.0
10,592741376.0,959801024.0
11,552196096.0,959801024.0
12,511923680.0,959801024.0
13,469730400.0,959801024.0
14,426630272.0,959801024.0
15,379938944.0,959801024.0
16,332389376.0,959801024.0
17,282686304.0,959801024.0
18,233249504.0,959801024.0
19,177164384.0,959801024.0
20,120850648.0,959801024.0
21,63114700.0,959801024.0
22,16339476.0,959801024.0
23,9912490.0,959801024.0
24,8101560.5,959801024.0
25,7196754.0,959801024.0
26,6613950.0,959801024.0
27,6213982.5,959801024.0
28,5896665.0,959801024.0
29,5679882.0,959801024.0
30,5494755.0,959801024.0
31,5337745.0,959801024.0
32,5222772.5,959801024.0
33,5118590.5,959801024.0
34,5033489.5,959801024.0
35,4942571.5,959801024.0
36,4872944.0,959801024.0
37,4814230.0,959801024.0
38,4752619.5,959801024.0
39,4701177.0,959801024.0
40,4653009.0,959801024.0
41,4601340.5,959801024.0
42,4566470.0,959801024.0
43,4534500.0,959801024.0
44,4505283.0,959801024.0
45,4473280.0,959801024.0
46,4448442.0,959801024.0
47,4424050.5,959801024.0
48,4404726.0,959801024.0
49,4376794.0,959801024.0
50,4360322.5,4368711.0
51,4343130.5,4368711.0
52,4304398.5,4368711.0
53,5406450.0,4368711.0
54,5147425.0,4368711.0
55,4718170.5,4368711.0
56,4369060.5,4368711.0
57,4132083.5,4368711.0
58,3979069.5,4368711.0
59,3893441.0,4368711.0
60,3847560.5,4368711.0
61,3817828.0,4368711.0
62,3794958.75,4368711.0
63,3788197.75,4368711.0
64,3740344.0,4368711.0
65,3689849.0,4368711.0
66,3627430.0,4368711.0
67,3546829.75,4368711.0
68,3420421.5,4368711.0
69,3307496.5,4368711.0
70,3306197.5,4368711.0
71,3050154.75,4368711.0
72,3187020.0,4368711.0
73,2902953.5,4368711.0
74,4517977.0,4368711.0
75,4008977.25,4368711.0
76,3549673.5,4368711.0
77,3125074.75,4368711.0
78,2734413.0,4368711.0
79,2454716.0,4368711.0
80,2271966.0,4368711.0
81,3887382.75,4368711.0
82,5428157.0,4368711.0
83,5193631.0,4368711.0
84,4973782.5,4368711.0
85,4747825.0,4368711.0
86,4533792.0,4368711.0
87,4332998.0,4368711.0
88,4140061.25,4368711.0
89,3955025.0,4368711.0
90,3769169.0,4368711.0
91,3608734.25,4368711.0
92,3458237.25,4368711.0
93,3328148.5,4368711.0
94,3206120.0,4368711.0
95,3124286.25,4368711.0
96,3006033.0,4368711.0
97,2895628.75,4368711.0
98,2789292.0,4368711.0
99,2692936.25,4368711.0
100,2606292.5,2579379.0
