,fine_tune_train_cost,fine_tune_val_cost
0,1591012.875,373220352.0
1,374167552.0,373220352.0
2,6001845.0,373220352.0
3,5761854.0,373220352.0
4,5515153.0,373220352.0
5,5253391.5,373220352.0
6,4951429.5,373220352.0
7,4781793.5,373220352.0
8,4160969.0,373220352.0
9,3390361.25,373220352.0
10,2729936.0,373220352.0
11,2253575.25,373220352.0
12,2147399.25,373220352.0
13,2903727.5,373220352.0
14,2335628.75,373220352.0
15,2245525.0,373220352.0
16,2564017.75,373220352.0
17,2142651.25,373220352.0
18,2162617.0,373220352.0
19,2575695.5,373220352.0
20,2099107.5,373220352.0
21,2155657.0,373220352.0
22,2772375.0,373220352.0
23,2237644.75,373220352.0
24,1958954.5,373220352.0
25,1955755.0,373220352.0
26,2112143.75,373220352.0
27,1911868.0,373220352.0
28,4385419.5,373220352.0
29,3473876.0,373220352.0
30,2711874.0,373220352.0
31,2369341.0,373220352.0
32,2300407.5,373220352.0
33,2325771.75,373220352.0
34,2482714.0,373220352.0
35,4008363.75,373220352.0
36,3077693.0,373220352.0
37,2425331.75,373220352.0
38,2191735.25,373220352.0
39,2133524.75,373220352.0
40,2088999.125,373220352.0
41,2157293.0,373220352.0
42,2886325.5,373220352.0
43,2126614.0,373220352.0
44,2344799.25,373220352.0
45,3909990.25,373220352.0
46,3019220.75,373220352.0
47,2388861.0,373220352.0
48,2062314.0,373220352.0
49,2062886.875,373220352.0
50,2317512.0,1953108.125
51,1969652.25,1953108.125
52,366900864.0,1953108.125
53,5101415.5,1953108.125
54,3907052.5,1953108.125
55,3174529.0,1953108.125
56,1947326.5,1953108.125
57,1896811.875,1953108.125
58,1856161.875,1953108.125
59,1821310.125,1953108.125
60,1789240.625,1953108.125
61,1759631.125,1953108.125
62,1731453.25,1953108.125
63,1708384.25,1953108.125
64,1685643.375,1953108.125
65,1664946.75,1953108.125
66,1647465.375,1953108.125
67,1632520.5,1953108.125
68,1619589.25,1953108.125
69,1609750.75,1953108.125
70,1598954.0,1953108.125
71,1588560.25,1953108.125
72,1580494.375,1953108.125
73,1695459.5,1953108.125
74,1819091.125,1953108.125
75,1602487.25,1953108.125
76,1582087.125,1953108.125
77,1611370.75,1953108.125
78,1564882.375,1953108.125
79,1591787.875,1953108.125
80,1555379.375,1953108.125
81,1567331.25,1953108.125
82,1558625.5,1953108.125
83,1585233.125,1953108.125
84,1545226.125,1953108.125
