,pretrain_train_cost,pretrain_val_cost
0,933165376.0,889724416.0
1,879660480.0,889724416.0
2,836258816.0,889724416.0
3,801212352.0,889724416.0
4,770235456.0,889724416.0
5,743798528.0,889724416.0
6,717699776.0,889724416.0
7,698865088.0,889724416.0
8,668818496.0,889724416.0
9,644973952.0,889724416.0
10,620881920.0,889724416.0
11,596763328.0,889724416.0
12,572157696.0,889724416.0
13,547156672.0,889724416.0
14,521969856.0,889724416.0
15,496642912.0,889724416.0
16,470009312.0,889724416.0
17,444104192.0,889724416.0
18,416071296.0,889724416.0
19,388924512.0,889724416.0
20,359108224.0,889724416.0
21,330359264.0,889724416.0
22,299738688.0,889724416.0
23,269352992.0,889724416.0
24,237823328.0,889724416.0
25,206381968.0,889724416.0
26,173676768.0,889724416.0
27,140391152.0,889724416.0
28,105659184.0,889724416.0
29,71213488.0,889724416.0
30,36710072.0,889724416.0
31,15784777.0,889724416.0
32,11660940.0,889724416.0
33,9984494.0,889724416.0
34,9008626.0,889724416.0
35,8356142.0,889724416.0
36,7830800.5,889724416.0
37,7437604.5,889724416.0
38,7091411.0,889724416.0
39,6831495.5,889724416.0
40,6596670.5,889724416.0
41,6422222.5,889724416.0
42,6245824.5,889724416.0
43,6101517.5,889724416.0
44,5940688.0,889724416.0
45,5808466.5,889724416.0
46,5704022.5,889724416.0
47,5582284.5,889724416.0
48,5496479.0,889724416.0
49,5420595.0,889724416.0
50,5336626.0,5415579.5
51,5271431.5,5415579.5
52,4038102.75,5415579.5
53,4128341.0,5415579.5
54,4224345.5,5415579.5
55,4022278.25,5415579.5
56,3850011.25,5415579.5
57,3761444.25,5415579.5
58,3568788.5,5415579.5
59,3309706.5,5415579.5
60,7780095.0,5415579.5
61,4903223.5,5415579.5
62,4784583.0,5415579.5
63,4628947.5,5415579.5
64,4471350.0,5415579.5
65,4318209.5,5415579.5
66,4170380.0,5415579.5
67,4036842.0,5415579.5
68,3922431.75,5415579.5
69,3818989.25,5415579.5
70,3730159.5,5415579.5
71,3641648.75,5415579.5
72,3560744.0,5415579.5
73,3483122.0,5415579.5
74,3595304.0,5415579.5
75,3351913.5,5415579.5
76,3340362.75,5415579.5
77,3258008.25,5415579.5
78,3188269.75,5415579.5
79,3554361.0,5415579.5
80,3303769.5,5415579.5
81,3090910.75,5415579.5
82,3014952.5,5415579.5
83,3136782.25,5415579.5
84,2943027.25,5415579.5
85,2847147.25,5415579.5
86,2912097.75,5415579.5
87,2693669.25,5415579.5
88,2608835.5,5415579.5
89,2542501.75,5415579.5
90,2514659.0,5415579.5
91,2622016.25,5415579.5
92,2472907.75,5415579.5
93,2402134.75,5415579.5
94,2335178.0,5415579.5
95,2271306.25,5415579.5
96,2219296.0,5415579.5
97,2196144.75,5415579.5
98,2238527.0,5415579.5
99,2229903.75,5415579.5
100,2788990.75,2372566.25
101,2268467.25,2372566.25
102,274004800.0,2372566.25
103,2220437.25,2372566.25
104,2146859.0,2372566.25
105,2119070.0,2372566.25
106,2104653.75,2372566.25
107,2073051.875,2372566.25
108,2059983.375,2372566.25
109,2036566.75,2372566.25
110,2019583.125,2372566.25
111,2004282.25,2372566.25
112,1989009.125,2372566.25
113,1976567.5,2372566.25
114,1963114.875,2372566.25
115,1950356.5,2372566.25
116,1937553.0,2372566.25
117,1924655.125,2372566.25
118,1911389.0,2372566.25
119,1902016.75,2372566.25
120,1887388.25,2372566.25
121,1877634.0,2372566.25
122,1865004.375,2372566.25
123,1852764.125,2372566.25
124,1859524.125,2372566.25
125,1913903.875,2372566.25
126,1812521.25,2372566.25
127,1802640.375,2372566.25
128,1787759.25,2372566.25
129,1777178.75,2372566.25
130,1767178.5,2372566.25
131,1757323.0,2372566.25
132,1748411.25,2372566.25
133,1739846.625,2372566.25
134,1732872.875,2372566.25
135,1725493.75,2372566.25
136,1719854.125,2372566.25
137,1711120.5,2372566.25
138,1707235.125,2372566.25
139,1698066.625,2372566.25
140,1692383.625,2372566.25
141,1685645.0,2372566.25
142,1681250.75,2372566.25
143,1676942.0,2372566.25
144,1698802.0,2372566.25
145,1695133.125,2372566.25
146,1786280.875,2372566.25
147,1657718.125,2372566.25
148,1653360.25,2372566.25
149,1648344.875,2372566.25
150,1644447.625,1714513.625
151,1638737.75,3035426.75
152,2927617.0,3035426.75
153,247117568.0,3035426.75
154,2468142.0,3035426.75
155,1617364.125,1632564.5
156,1547703.0,2450571.5
157,2353976.0,2450571.5
158,1589869.25,2450571.5
159,1483515.75,1544601.5
160,1476861.125,1557068.125
161,1474934.5,1553788.0
162,1489996.125,1553788.0
163,1478098.625,1553788.0
164,1511519.625,1553788.0
165,1470652.625,1557735.875
166,1485061.0,1557735.875
167,1463067.25,1526540.375
168,1471930.125,1526540.375
169,1467051.75,1526540.375
170,1508664.375,1526540.375
171,1466261.125,1526540.375
172,1500818.25,1526540.375
173,1456443.25,1550062.125
174,1477046.625,1550062.125
175,1462556.875,1550062.125
176,1490376.5,1550062.125
177,1453153.0,1550146.625
178,1485927.125,1550146.625
179,1450326.5,1543028.375
180,1477662.0,1543028.375
181,39723392.0,1543028.375
182,6462639.5,1543028.375
183,6078894.5,1543028.375
184,5430461.0,1543028.375
185,5212123.5,1543028.375
186,5004776.0,1543028.375
187,4817070.0,1543028.375
188,4636407.0,1543028.375
189,4464396.5,1543028.375
190,4318620.5,1543028.375
191,4170533.0,1543028.375
192,4032628.75,1543028.375
193,3897387.25,1543028.375
194,3772260.75,1543028.375
195,3655465.5,1543028.375
196,3541473.5,1543028.375
197,3431776.0,1543028.375
198,3325569.75,1543028.375
199,3225086.25,1543028.375
