,fine_tune_train_cost,fine_tune_val_cost
0,1601758.625,293364832.0
1,296883360.0,293364832.0
2,1928087.875,293364832.0
3,2053091.375,293364832.0
4,1830158.375,293364832.0
5,1717473.375,293364832.0
6,1715548.25,293364832.0
7,1712094.25,293364832.0
8,1690684.625,293364832.0
9,1683990.875,293364832.0
10,1678878.75,293364832.0
11,1674091.625,293364832.0
12,1666906.875,293364832.0
13,1662219.625,293364832.0
14,1657761.875,293364832.0
15,1653672.5,293364832.0
16,1649476.375,293364832.0
17,1646196.125,293364832.0
18,1642559.375,293364832.0
19,1639632.375,293364832.0
20,1730106.125,293364832.0
21,1678654.5,293364832.0
22,1695736.125,293364832.0
23,1648780.75,293364832.0
24,1642695.5,293364832.0
25,1638569.75,293364832.0
26,1634677.75,293364832.0
27,1631602.0,293364832.0
28,1628890.125,293364832.0
29,1626597.5,293364832.0
30,1624493.5,293364832.0
31,1622010.25,293364832.0
32,1620658.25,293364832.0
33,1619272.0,293364832.0
34,1616981.125,293364832.0
35,1615751.25,293364832.0
36,1614042.375,293364832.0
37,1612430.625,293364832.0
38,1610580.0,293364832.0
39,1608850.625,293364832.0
40,1607478.0,293364832.0
41,1605857.875,293364832.0
42,1605043.125,293364832.0
43,1604334.125,293364832.0
44,1602820.125,293364832.0
45,1603508.875,293364832.0
46,1601727.75,293364832.0
47,1611099.5,293364832.0
48,1618686.0,293364832.0
49,1679857.375,293364832.0
50,1595362.125,1531241.375
51,1594063.0,1531241.375
52,270368896.0,1531241.375
53,1712843.625,1531241.375
54,1594428.875,1531241.375
55,1576366.125,1531241.375
56,1570717.625,1531241.375
57,1566487.875,1531241.375
58,1563067.0,1531241.375
59,1559914.5,1531241.375
60,1556730.5,1531241.375
61,1553738.5,1531241.375
62,1550973.375,1531241.375
63,1548326.875,1531241.375
64,1545877.0,1531241.375
65,1541629.75,1531241.375
66,1543065.25,1531241.375
67,1539317.625,1531241.375
68,1536934.875,1531241.375
69,1534915.375,1531241.375
70,1533080.5,1531241.375
71,1531120.125,1531241.375
72,1529525.125,1531241.375
73,1527705.125,1531241.375
74,1525813.625,1531241.375
75,1524396.375,1531241.375
76,1522455.875,1531241.375
77,1520880.5,1531241.375
78,1519836.875,1531241.375
