,pretrain_train_cost,pretrain_val_cost
86,2119468.25,2899094.75
87,2065902.125,2899094.75
88,2019565.875,2899094.75
89,1980435.375,2899094.75
90,1946881.0,2899094.75
91,1918219.0,2899094.75
92,1906938.25,2899094.75
93,1940413.625,2899094.75
94,1816010.625,2899094.75
95,1785225.375,2899094.75
96,1754242.375,2899094.75
97,1723217.0,2899094.75
98,1692468.75,2899094.75
99,1661633.75,2899094.75
100,1631087.375,1635104.0
101,1600296.875,1635104.0
102,9061356.0,1635104.0
103,5242204.5,1635104.0
104,4510728.0,1635104.0
105,3641526.25,1635104.0
106,2951767.75,1635104.0
107,2384194.0,1635104.0
108,1893800.625,1635104.0
109,1605451.625,1635104.0
110,1493000.75,1635104.0
111,1419081.625,1635104.0
112,1352138.125,1635104.0
113,1296642.5,1635104.0
114,1259098.375,1635104.0
115,1362608.375,1635104.0
116,1465733.5,1635104.0
117,1215033.25,1635104.0
118,1224476.5,1635104.0
119,1395484.75,1635104.0
120,1409519.375,1635104.0
121,1234648.625,1635104.0
122,1363285.75,1635104.0
123,1154038.875,1635104.0
124,1353726.25,1635104.0
125,1112729.5,1635104.0
126,1205131.875,1635104.0
127,1178053.25,1635104.0
128,1510383.5,1635104.0
129,1072893.875,1635104.0
130,1088250.5,1635104.0
131,1197608.875,1635104.0
132,1070085.0,1635104.0
133,1071835.125,1635104.0
134,1096028.875,1635104.0
135,1276843.125,1635104.0
136,1063360.0,1635104.0
137,1120529.375,1635104.0
138,1105571.375,1635104.0
139,1307239.875,1635104.0
140,1035228.5625,1635104.0
141,1063086.125,1635104.0
142,1104179.75,1635104.0
143,1042916.375,1635104.0
144,1035627.375,1635104.0
145,1059644.0,1635104.0
146,1186932.0,1635104.0
147,1112518.0,1635104.0
148,1401211.25,1635104.0
149,1020753.625,1635104.0
150,1020476.0,1085988.25
151,1043999.375,1085988.25
152,63550792.0,1085988.25
153,1487013.875,1085988.25
154,1394570.75,1085988.25
155,1791529.875,1085988.25
156,1169244.0,1085988.25
157,1146592.375,1085988.25
158,1151279.75,1085988.25
159,1145395.25,1085988.25
160,1257011.25,1085988.25
161,1147494.125,1085988.25
162,1345530.75,1085988.25
163,1084132.375,1085988.25
164,1115204.875,1085988.25
165,1117576.5,1085988.25
166,1303541.875,1085988.25
167,1060773.875,1085988.25
168,1114442.625,1085988.25
169,1428058.0,1085988.25
170,2157096.0,1085988.25
171,1464887.125,1085988.25
172,1084358.125,1085988.25
173,1061763.5,1085988.25
174,1070173.125,1085988.25
175,1053987.375,1085988.25
176,1066442.125,1085988.25
177,1047547.5625,1085988.25
178,1053999.75,1085988.25
179,1046189.1875,1085988.25
180,1059983.75,1085988.25
181,1065829.625,1085988.25
182,1060580.875,1085988.25
183,1060563.625,1085988.25
184,1056484.125,1085988.25
185,1062501.625,1085988.25
186,1056492.5,1085988.25
187,1074333.0,1085988.25
188,1049258.625,1085988.25
189,1067019.75,1085988.25
190,1045305.8125,1085988.25
191,1080525.125,1085988.25
192,1049842.875,1085988.25
193,1115248.0,1085988.25
194,1035753.125,1085988.25
195,1066950.5,1085988.25
196,1041013.5625,1085988.25
197,1100068.5,1085988.25
198,1035256.6875,1085988.25
199,1083395.875,1085988.25
