,pretrain_train_cost,pretrain_val_cost
0,900145600.0,842204608.0
1,852443264.0,842204608.0
2,818754432.0,842204608.0
3,770964352.0,842204608.0
4,734846464.0,842204608.0
5,703040192.0,842204608.0
6,667148992.0,842204608.0
7,637919680.0,842204608.0
8,599078912.0,842204608.0
9,565968256.0,842204608.0
10,528615616.0,842204608.0
11,492739968.0,842204608.0
12,459129280.0,842204608.0
13,419345952.0,842204608.0
14,380329312.0,842204608.0
15,342488128.0,842204608.0
16,307747360.0,842204608.0
17,261314352.0,842204608.0
18,216592768.0,842204608.0
19,177975856.0,842204608.0
20,128167928.0,842204608.0
21,82015984.0,842204608.0
22,43235904.0,842204608.0
23,26473754.0,842204608.0
24,19768452.0,842204608.0
25,16865928.0,842204608.0
26,15078364.0,842204608.0
27,13922962.0,842204608.0
28,12965943.0,842204608.0
29,12174269.0,842204608.0
30,11549660.0,842204608.0
31,11036090.0,842204608.0
32,10604753.0,842204608.0
33,10236732.0,842204608.0
34,9930769.0,842204608.0
35,9645585.0,842204608.0
36,9392177.0,842204608.0
37,9176245.0,842204608.0
38,8968089.0,842204608.0
39,8777808.0,842204608.0
40,8628308.0,842204608.0
41,8466195.0,842204608.0
42,8323973.0,842204608.0
43,8194862.5,842204608.0
44,8077157.5,842204608.0
45,7964277.5,842204608.0
46,7865950.0,842204608.0
47,7777087.5,842204608.0
48,7691059.5,842204608.0
49,7615239.5,842204608.0
50,7541052.5,7458552.5
51,7478038.0,7458552.5
52,6139318.5,7458552.5
53,6131433.0,7458552.5
54,6041852.5,7458552.5
55,6182752.0,7458552.5
56,5946869.5,7458552.5
57,5729549.5,7458552.5
58,5585807.5,7458552.5
59,7477688.5,7458552.5
60,6531770.5,7458552.5
61,5999055.0,7458552.5
62,5573981.0,7458552.5
63,5124049.5,7458552.5
64,5110084.0,7458552.5
65,4746394.5,7458552.5
66,4092533.5,7458552.5
67,3617569.0,7458552.5
68,3320897.0,7458552.5
69,3119348.25,7458552.5
70,3457972.75,7458552.5
71,2956626.75,7458552.5
72,5194126.0,7458552.5
73,3270416.0,7458552.5
74,2437000.25,7458552.5
75,2128459.25,7458552.5
76,2557197.25,7458552.5
77,2386470.0,7458552.5
78,5325772.0,7458552.5
79,3797022.25,7458552.5
80,2882168.0,7458552.5
81,2327206.75,7458552.5
82,1945572.5,7458552.5
83,1819359.625,7458552.5
84,2141428.5,7458552.5
85,1757830.625,7458552.5
86,2264785.25,7458552.5
87,2127097.5,7458552.5
88,4372849.5,7458552.5
89,2903951.25,7458552.5
90,2084397.25,7458552.5
91,1694596.625,7458552.5
92,1830892.75,7458552.5
93,1945616.625,7458552.5
94,3577664.5,7458552.5
95,2588307.0,7458552.5
96,1947894.625,7458552.5
97,1604537.5,7458552.5
98,4531552.0,7458552.5
99,6911285.0,7458552.5
100,6111467.5,5382413.5
101,5422784.5,5382413.5
102,100230864.0,5382413.5
103,4819048.0,5382413.5
104,4668522.5,5382413.5
105,4559309.0,5382413.5
106,4467097.5,5382413.5
107,4447383.5,5382413.5
108,4289517.0,5382413.5
109,4184854.75,5382413.5
110,3996078.0,5382413.5
111,3892488.25,5382413.5
112,3790085.5,5382413.5
113,3681511.0,5382413.5
114,3568443.5,5382413.5
115,3454837.75,5382413.5
116,3339154.0,5382413.5
117,3295780.0,5382413.5
118,3173726.25,5382413.5
119,3054407.75,5382413.5
120,2935126.5,5382413.5
121,2817101.25,5382413.5
122,2679978.75,5382413.5
123,2519171.25,5382413.5
124,2354038.25,5382413.5
125,2208525.25,5382413.5
126,2103856.25,5382413.5
127,2361105.25,5382413.5
128,1893637.75,5382413.5
129,1840736.75,5382413.5
130,1836989.5,5382413.5
131,1817774.5,5382413.5
132,1646865.75,5382413.5
133,1730175.0,5382413.5
134,1754522.5,5382413.5
135,2247384.5,5382413.5
136,1696986.875,5382413.5
137,1608960.5,5382413.5
138,1767289.75,5382413.5
139,1542078.25,5382413.5
140,1618428.625,5382413.5
141,1629475.5,5382413.5
142,1912370.25,5382413.5
143,1510541.0,5382413.5
144,1533727.625,5382413.5
145,1689853.125,5382413.5
146,1510613.125,5382413.5
147,2014927.375,5382413.5
148,1507006.0,5382413.5
149,1965534.75,5382413.5
150,1482892.5,1644780.125
151,1630701.875,1644780.125
152,306715232.0,1644780.125
153,1780067.5,1644780.125
154,1742426.125,1644780.125
155,1706149.875,1644780.125
156,1671504.375,1644780.125
157,1641374.75,1644780.125
158,1632707.875,1644780.125
159,1580600.125,1644780.125
160,1563954.625,1644780.125
161,1553015.0,1644780.125
162,1576918.875,1644780.125
163,1512237.875,1644780.125
164,1503125.875,1644780.125
165,1480518.875,1522680.875
166,1475783.5,1498180.375
167,1464006.0,1542724.375
168,1489202.25,1542724.375
169,1460689.125,1549183.5
170,1516228.125,1549183.5
171,1423301.125,1440837.5
172,1423634.875,1440837.5
173,1410453.125,1464043.125
174,1419478.875,1464043.125
175,1408654.625,1454129.375
176,1440105.0,1454129.375
177,1385471.625,1425709.125
178,1400118.625,1425709.125
179,1377735.625,1441105.625
180,1414261.625,1441105.625
181,1356779.25,1389621.375
182,1371214.25,1389621.375
183,1353354.75,1414808.625
184,1382324.5,1414808.625
185,1344499.125,1393994.375
186,1355747.0,1393994.375
187,1337139.375,1379284.5
188,1350529.0,1379284.5
189,1328568.625,1375488.625
190,1331027.75,1375488.625
191,1321783.375,1335217.375
192,1310398.25,1342673.375
193,1308778.75,1351840.875
194,1319638.375,1351840.875
195,1307300.0,1328691.5
196,1313327.75,1328691.5
197,1306905.0,1344313.75
198,1317169.375,1344313.75
199,1309092.5,1344313.75
