# iteration,run time [seconds],cost
100,3.38,34.640479253
200,6.19,29.513678796
300,9.01,27.793390270
400,11.86,26.931101009
500,14.71,26.413038998
600,17.55,26.067376991
700,20.36,25.820334672
800,23.18,25.634975828
900,26.00,25.490762122
1000,28.85,25.375362343
1100,31.69,25.280925285
1200,34.53,25.202214631
1300,37.35,25.135604001
1400,40.20,25.078502383
1500,43.03,25.029009242
1600,45.85,24.985698879
1700,48.69,24.947480857
1800,51.54,24.913506925
1900,54.39,24.883107315
2000,57.25,24.855746146
2100,60.10,24.830989563
2200,62.93,24.808482556
2300,65.76,24.787931829
2400,68.61,24.769092950
2500,71.43,24.751760578
2600,74.26,24.735760953
2700,77.09,24.720946047
2800,79.95,24.707188970
2900,82.80,24.694380331
3000,85.64,24.682425316
3100,88.47,24.671241343
3200,91.30,24.660756151
3300,94.13,24.650906232
3400,96.95,24.641635550
3500,99.76,24.632894470
3600,102.58,24.624638870
3700,105.41,24.616829399
3800,108.26,24.609430844
3900,111.13,24.602411605
4000,113.99,24.595743241
4100,116.84,24.589400083
4200,119.71,24.583358908
4300,122.58,24.577598653
4400,125.41,24.572100168
4500,128.23,24.566846006
4600,131.03,24.561820236
4700,133.84,24.557008283
4800,136.65,24.552396787
4900,139.44,24.547973476
5000,142.25,24.543727063
5100,145.05,24.539647142
5200,147.85,24.535724112
5300,150.65,24.531949093
5400,153.46,24.528313863
5500,156.26,24.524810799
5600,159.06,24.521432823
5700,161.86,24.518173351
5800,164.66,24.515026255
5900,167.46,24.511985823
6000,170.27,24.509046721
6100,173.06,24.506203968
6200,175.86,24.503452901
6300,178.68,24.500789156
6400,181.50,24.498208640
6500,184.31,24.495707513
6600,187.12,24.493282165
6700,189.93,24.490929206
6800,192.77,24.488645440
6900,195.61,24.486427862
7000,198.43,24.484273633
7100,201.24,24.482180079
7200,204.04,24.480144671
7300,206.87,24.478165019
7400,209.70,24.476238865
7500,212.51,24.474364068
7600,215.32,24.472538601
7700,218.12,24.470760543
7800,220.93,24.469028070
7900,223.73,24.467339452
8000,226.56,24.465693043
8100,229.38,24.464087282
8200,232.18,24.462520681
8300,234.98,24.460991825
8400,237.77,24.459499366
8500,240.56,24.458042020
8600,243.40,24.456618561
8700,246.24,24.455227821
8800,249.08,24.453868686
8900,251.90,24.452540090
9000,254.71,24.451241015
9100,257.53,24.449970488
9200,260.36,24.448727578
9300,263.20,24.447511394
9400,266.06,24.446321084
9500,268.89,24.445155830
9600,271.73,24.444014850
9700,274.59,24.442897393
9800,277.46,24.441802739
9900,280.28,24.440730196
10000,283.09,24.439679103
10100,285.93,24.438648821
10200,288.77,24.437638739
10300,291.60,24.436648268
10400,294.43,24.435676843
10500,297.24,24.434723919
10600,300.09,24.433788974
10700,302.94,24.432871502
10800,305.78,24.431971019
10900,308.63,24.431087057
11000,311.48,24.430219166
11100,314.32,24.429366911
11200,317.14,24.428529873
11300,319.99,24.427707649
11400,322.84,24.426899849
11500,325.70,24.426106096
11600,328.56,24.425326027
11700,331.41,24.424559292
11800,334.27,24.423805551
11900,337.09,24.423064477
12000,339.91,24.422335753
12100,342.72,24.421619074
12200,345.55,24.420914142
12300,348.39,24.420220671
12400,351.23,24.419538385
12500,354.05,24.418867014
12600,356.87,24.418206299
12700,359.70,24.417555988
12800,362.53,24.416915838
12900,365.36,24.416285612
13000,368.21,24.415665080
13100,371.04,24.415054022
13200,373.87,24.414452222
13300,376.71,24.413859470
13400,379.57,24.413275565
13500,382.42,24.412700309
13600,385.26,24.412133513
13700,388.12,24.411574990
13800,390.97,24.411024562
13900,393.80,24.410482052
14000,396.65,24.409947293
14100,399.51,24.409420117
14200,402.36,24.408900367
14300,405.19,24.408387885
14400,408.03,24.407882520
14500,410.84,24.407384126
14600,413.66,24.406892558
14700,416.49,24.406407678
14800,419.34,24.405929350
14900,422.19,24.405457442
15000,425.00,24.404991826
15100,427.80,24.404532376
15200,430.61,24.404078971
15300,433.43,24.403631493
15400,436.23,24.403189826
15500,439.03,24.402753857
15600,441.84,24.402323478
15700,444.63,24.401898580
15800,447.43,24.401479061
15900,450.24,24.401064818
16000,453.03,24.400655753
16100,455.83,24.400251770
16200,458.62,24.399852773
16300,461.42,24.399458672
16400,464.22,24.399069377
16500,467.02,24.398684800
16600,469.83,24.398304856
16700,472.63,24.397929462
16800,475.44,24.397558537
16900,478.29,24.397192001
17000,481.14,24.396829777
17100,483.95,24.396471790
17200,486.76,24.396117965
17300,489.57,24.395768230
17400,492.39,24.395422515
17500,495.20,24.395080750
17600,498.01,24.394742869
17700,500.83,24.394408806
17800,503.66,24.394078496
17900,506.49,24.393751877
18000,509.35,24.393428886
18100,512.19,24.393109464
18200,515.00,24.392793552
18300,517.80,24.392481093
18400,520.64,24.392172029
18500,523.46,24.391866307
18600,526.32,24.391563872
18700,529.18,24.391264671
18800,532.02,24.390968653
18900,534.86,24.390675767
19000,537.76,24.390385965
19100,540.62,24.390099196
19200,543.43,24.389815415
19300,546.27,24.389534574
19400,549.11,24.389256628
19500,551.96,24.388981533
19600,554.80,24.388709245
19700,557.65,24.388439721
19800,560.47,24.388172920
19900,563.29,24.387908799
20000,566.12,24.387647320
20100,568.96,24.387388442
20200,571.80,24.387132128
20300,574.63,24.386878338
20400,577.46,24.386627037
20500,580.26,24.386378187
20600,583.09,24.386131753
20700,585.92,24.385887700
20800,588.74,24.385645994
20900,591.56,24.385406600
21000,594.39,24.385169486
21100,597.23,24.384934620
21200,600.07,24.384701969
21300,602.89,24.384471503
21400,605.72,24.384243190
21500,608.54,24.384017001
21600,611.36,24.383792907
21700,614.15,24.383570878
21800,616.93,24.383350885
21900,619.77,24.383132902
22000,622.61,24.382916900
22100,625.45,24.382702853
22200,628.30,24.382490734
22300,631.11,24.382280517
22400,633.94,24.382072177
22500,636.78,24.381865690
22600,639.58,24.381661029
22700,642.41,24.381458171
22800,645.25,24.381257093
22900,648.09,24.381057771
23000,650.89,24.380860182
23100,653.71,24.380664304
23200,656.56,24.380470114
23300,659.36,24.380277591
23400,662.16,24.380086713
23500,664.97,24.379897460
23600,667.79,24.379709811
23700,670.59,24.379523745
23800,673.40,24.379339243
23900,676.20,24.379156284
24000,679.00,24.378974850
24100,681.79,24.378794922
24200,684.58,24.378616481
24300,687.41,24.378439508
24400,690.20,24.378263986
24500,692.99,24.378089896
24600,695.76,24.377917222
24700,698.56,24.377745946
24800,701.36,24.377576051
24900,704.16,24.377407521
25000,706.99,24.377240339
25100,709.78,24.377074489
25200,712.59,24.376909955
25300,715.42,24.376746722
25400,718.21,24.376584774
25500,721.00,24.376424096
25600,723.79,24.376264674
25700,726.57,24.376106492
25800,729.37,24.375949536
25900,732.16,24.375793792
26000,734.99,24.375639247
26100,737.82,24.375485885
26200,740.61,24.375333694
26300,743.40,24.375182660
26400,746.19,24.375032771
26500,749.01,24.374884013
26600,751.84,24.374736373
26700,754.67,24.374589839
26800,757.49,24.374444398
26900,760.28,24.374300039
27000,763.07,24.374156749
27100,765.88,24.374014517
27200,768.68,24.373873330
27300,771.48,24.373733178
27400,774.31,24.373594048
27500,777.11,24.373455931
27600,779.94,24.373318814
27700,782.77,24.373182687
27800,785.61,24.373047540
27900,788.45,24.372913361
28000,791.25,24.372780141
28100,794.05,24.372647868
28200,796.89,24.372516534
28300,799.70,24.372386128
28400,802.51,24.372256641
28500,805.35,24.372128062
28600,808.17,24.372000382
28700,811.01,24.371873591
28800,813.85,24.371747682
28900,816.70,24.371622643
29000,819.52,24.371498467
29100,822.34,24.371375145
29200,825.16,24.371252667
29300,827.99,24.371131025
29400,830.82,24.371010210
29500,833.65,24.370890214
29600,836.47,24.370771030
29700,839.27,24.370652647
29800,842.07,24.370535060
29900,844.89,24.370418259
30000,847.72,24.370302236
30100,850.53,24.370186984
30200,853.34,24.370072496
30300,856.13,24.369958763
30400,858.93,24.369845779
30500,861.74,24.369733535
30600,864.53,24.369622025
30700,867.32,24.369511241
30800,870.11,24.369401177
30900,872.93,24.369291825
31000,875.75,24.369183179
31100,878.55,24.369075231
31200,881.35,24.368967975
31300,884.18,24.368861404
31400,886.99,24.368755513
31500,889.79,24.368650293
31600,892.57,24.368545740
31700,895.37,24.368441846
31800,898.16,24.368338605
31900,900.95,24.368236012
32000,903.76,24.368134060
32100,906.56,24.368032743
32200,909.37,24.367932055
32300,912.19,24.367831991
32400,915.02,24.367732545
32500,917.83,24.367633710
32600,920.67,24.367535482
32700,923.51,24.367437855
32800,926.35,24.367340822
32900,929.20,24.367244380
33000,932.02,24.367148522
33100,934.85,24.367053244
33200,937.65,24.366958539
33300,940.44,24.366864403
33400,943.22,24.366770831
33500,946.00,24.366677817
33600,948.77,24.366585357
33700,951.60,24.366493446
33800,954.42,24.366402078
33900,957.23,24.366311250
34000,960.06,24.366220956
34100,962.89,24.366131191
34200,965.73,24.366041952
34300,968.57,24.365953232
34400,971.40,24.365865029
34500,974.20,24.365777336
34600,976.99,24.365690151
34700,979.80,24.365603468
34800,982.61,24.365517284
34900,985.42,24.365431593
35000,988.21,24.365346392
35100,991.00,24.365261676
35200,993.80,24.365177442
35300,996.61,24.365093684
35400,999.43,24.365010400
35500,1002.21,24.364927586
35600,1005.03,24.364845236
35700,1007.83,24.364763348
35800,1010.63,24.364681917
35900,1013.41,24.364600940
36000,1016.21,24.364520413
36100,1019.03,24.364440332
36200,1021.81,24.364360693
36300,1024.61,24.364281493
36400,1027.41,24.364202728
36500,1030.21,24.364124395
36600,1033.04,24.364046490
36700,1035.85,24.363969010
36800,1038.65,24.363891950
36900,1041.47,24.363815308
37000,1044.30,24.363739081
37100,1047.12,24.363663264
37200,1049.95,24.363587855
37300,1052.78,24.363512850
37400,1055.61,24.363438246
37500,1058.42,24.363364041
37600,1061.21,24.363290230
37700,1064.03,24.363216810
37800,1066.82,24.363143779
37900,1069.65,24.363071133
38000,1072.45,24.362998870
38100,1075.26,24.362926986
38200,1078.05,24.362855478
38300,1080.84,24.362784344
38400,1083.66,24.362713580
38500,1086.47,24.362643184
38600,1089.30,24.362573152
38700,1092.12,24.362503483
38800,1094.95,24.362434172
38900,1097.76,24.362365218
39000,1100.58,24.362296618
39100,1103.38,24.362228368
39200,1106.22,24.362160467
39300,1109.06,24.362092911
39400,1111.90,24.362025698
39500,1114.71,24.361958825
39600,1117.52,24.361892290
39700,1120.33,24.361826091
39800,1123.14,24.361760223
39900,1125.94,24.361694687
40000,1128.75,24.361629477
40100,1131.56,24.361564593
40200,1134.37,24.361500032
40300,1137.17,24.361435791
40400,1139.97,24.361371868
40500,1142.78,24.361308261
40600,1145.61,24.361244967
40700,1148.43,24.361181985
40800,1151.26,24.361119311
40900,1154.09,24.361056943
41000,1156.90,24.360994880
41100,1159.73,24.360933118
41200,1162.56,24.360871657
41300,1165.40,24.360810493
41400,1168.24,24.360749624
41500,1171.06,24.360689049
41600,1173.90,24.360628765
41700,1176.76,24.360568770
41800,1179.62,24.360509063
41900,1182.49,24.360449640
42000,1185.36,24.360390500
42100,1188.23,24.360331641
42200,1191.09,24.360273061
42300,1193.96,24.360214758
42400,1196.82,24.360156730
42500,1199.66,24.360098975
42600,1202.49,24.360041492
42700,1205.32,24.359984277
42800,1208.12,24.359927330
42900,1210.93,24.359870648
43000,1213.75,24.359814230
43100,1216.57,24.359758074
43200,1219.39,24.359702178
43300,1222.22,24.359646540
43400,1225.05,24.359591158
43500,1227.88,24.359536031
43600,1230.69,24.359481157
43700,1233.52,24.359426534
43800,1236.33,24.359372160
43900,1239.13,24.359318034
44000,1241.94,24.359264154
44100,1244.75,24.359210519
44200,1247.54,24.359157126
44300,1250.34,24.359103974
44400,1253.16,24.359051062
44500,1255.99,24.358998387
44600,1258.83,24.358945949
44700,1261.65,24.358893745
44800,1264.47,24.358841774
44900,1267.30,24.358790035
45000,1270.13,24.358738526
45100,1272.96,24.358687245
45200,1275.79,24.358636191
45300,1278.62,24.358585362
45400,1281.44,24.358534757
45500,1284.27,24.358484375
45600,1287.10,24.358434214
45700,1289.91,24.358384272
45800,1292.70,24.358334549
45900,1295.50,24.358285042
46000,1298.29,24.358235750
46100,1301.08,24.358186672
46200,1303.87,24.358137806
46300,1306.67,24.358089152
46400,1309.45,24.358040707
46500,1312.24,24.357992471
46600,1315.03,24.357944442
46700,1317.82,24.357896618
46800,1320.61,24.357848999
46900,1323.40,24.357801583
47000,1326.19,24.357754368
47100,1328.98,24.357707354
47200,1331.77,24.357660539
47300,1334.56,24.357613923
47400,1337.35,24.357567503
47500,1340.15,24.357521278
47600,1342.94,24.357475248
47700,1345.74,24.357429410
47800,1348.53,24.357383764
47900,1351.35,24.357338309
48000,1354.17,24.357293044
48100,1356.99,24.357247966
48200,1359.79,24.357203076
48300,1362.58,24.357158371
48400,1365.38,24.357113851
48500,1368.16,24.357069515
48600,1370.94,24.357025361
48700,1373.73,24.356981389
48800,1376.51,24.356937597
48900,1379.29,24.356893984
49000,1382.08,24.356850548
49100,1384.86,24.356807290
49200,1387.65,24.356764208
49300,1390.43,24.356721300
49400,1393.26,24.356678566
